,tmdb_id,name,place_of_birth,deathday,gender,known_for_department,popularity,profile_img_url,birthday_dt,year,month,weekday
516,2521983,Inseong,"Seoul, South Korea",,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/gqSZ6zzVIuUwy529yT8w3WdnhEz.jpg,1993-07-12,1993.0,7.0,0.0
517,1575015,Jeon Soo-jin,"Seoul, South Korea",,1.0,Acting,6.059,https://image.tmdb.org/t/p/original/6YJ6ytaBdXUrHqcoEq0f7mUW4ZO.jpg,1988-11-08,1988.0,11.0,1.0
518,1418840,Min Sung-wook,South Korea,,2.0,Acting,2.852,https://image.tmdb.org/t/p/original/pgJbsoJlsETvxxpWXTiitE1uUg4.jpg,1979-09-22,1979.0,9.0,5.0
519,2295668,Song Kyung Chul,,,,Acting,0.6,,,,,
520,1249206,Woo Hee-jin,"Seoul, South Korea",,1.0,Acting,5.172,https://image.tmdb.org/t/p/original/uYc7McCKY4rZZWJFAKvTkupcBXx.jpg,1975-05-24,1975.0,5.0,5.0
521,1255881,Choi Woo-shik,"Seoul, South Korea",,2.0,Acting,14.595,https://image.tmdb.org/t/p/original/bIdt6LrqMpGQtGTZ1gmji6eGzTH.jpg,1990-03-26,1990.0,3.0,0.0
522,1453798,Lee Sang-in-I,,,,Acting,0.6,,1983-11-27,1983.0,11.0,6.0
523,2275609,Choi Myeong-bin,,,,Acting,0.84,https://image.tmdb.org/t/p/original/wCstVnsDtaIRYBl66fsxwDNtMNg.jpg,2008-04-15,2008.0,4.0,1.0
524,3525237,Shin Sung Il,,,,Acting,0.6,,,,,
525,2143849,Kim So Jung,,,1.0,Acting,0.6,,,,,
526,235731,Kim So-hyun, Australia,,1.0,Acting,11.775,https://image.tmdb.org/t/p/original/4rmnKUGykuYKBDPsmypYKrklw64.jpg,1999-06-04,1999.0,6.0,4.0
527,1757798,Song Min-ho,"Yongin, Gyeonggi, South Korea",,2.0,Acting,2.224,https://image.tmdb.org/t/p/original/1cGOojCkaHy1Pe9wgIJNmmW6k2H.jpg,1993-03-30,1993.0,3.0,1.0
528,2515252,Choi Jung-woo,,,2.0,Acting,2.961,https://image.tmdb.org/t/p/original/jn9OPZY9iDbsogZeORMPQUufTnM.jpg,1995-03-29,1995.0,3.0,2.0
529,3525242,Park Gyu Jeom,,,,Acting,0.6,,,,,
530,1530941,Henry Lau,"Toronto, Ontario, Canada",,2.0,Acting,6.347,https://image.tmdb.org/t/p/original/gU1anQpUKJZUDqo4Rjj66HDBaQB.jpg,1989-10-11,1989.0,10.0,2.0
531,1234183,Jang Yong,,,,Acting,2.461,https://image.tmdb.org/t/p/original/pQJPRUP1HtRnO1yMv7Lu37FjdSV.jpg,1945-04-08,1945.0,4.0,6.0
532,3210830,Jung Jung-ah,,,1.0,Acting,0.715,https://image.tmdb.org/t/p/original/kMnJw2LZ7WX4Ggex82OfT2XYbOa.jpg,1977-02-13,1977.0,2.0,6.0
533,3009035,Seo Eun-Sol,,,,Acting,0.98,https://image.tmdb.org/t/p/original/Z2mjBzsnOBIB5ePh7G0vdbMJbR.jpg,,,,
534,1190220,Kim Jin Sung,,,2.0,Acting,0.612,https://image.tmdb.org/t/p/original/9r1GBfcm5vrJ6Jd6zghbjo4Yqjl.jpg,2001-05-08,2001.0,5.0,1.0
535,1234606,Suh Min-jung,"Seongnam, Gyeonggi, South Korea",,1.0,Acting,0.7,https://image.tmdb.org/t/p/original/gFgkcF8Fct1ssEaYHvABdY1xqrM.jpg,1979-07-11,1979.0,7.0,2.0
536,1492052,Stephanie Lee,"Boston, Massachusetts",,1.0,Acting,7.132,https://image.tmdb.org/t/p/original/tSnw6qitvReTIUipmxAsvIisnqM.jpg,1993-09-14,1993.0,9.0,1.0
537,1473846,Lee Ja-in,Incheon - South Korea,,,Acting,1.297,,2003-10-27,2003.0,10.0,0.0
538,1790723,Jeong Da-Sol,,,1.0,Acting,2.005,https://image.tmdb.org/t/p/original/u5mdNI1WKHhRLQQIbpigvAlmHeH.jpg,1988-03-05,1988.0,3.0,5.0
539,1256352,Lim Kim,"Seoul, South Korea",,1.0,Acting,0.707,https://image.tmdb.org/t/p/original/rPMZhxE0CpMx2HRdtKM1S1AYcJm.jpg,1994-01-21,1994.0,1.0,4.0
540,1964737,Ahn Ji-Hyun,"Busan, South Korea",,1.0,Acting,1.119,https://image.tmdb.org/t/p/original/h4QWPcVvJU6wz9s22xdsg3ZMb9f.jpg,1992-07-10,1992.0,7.0,4.0
541,932764,Jung In-sun,"Goyang, Gyeonggi, South Korea",,1.0,Acting,5.663,https://image.tmdb.org/t/p/original/o2l8X5vye308pTMEzTDQ1Gx9CFz.jpg,1991-04-25,1991.0,4.0,3.0
542,1637632,Lee Soo-young,"Seoul, South Korea",,1.0,Acting,0.6,,1979-04-12,1979.0,4.0,3.0
543,1408173,Jeon Yang-ja,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/x1lqrAsc5qkz13PZJ8XeslfaDE6.jpg,1942-02-20,1942.0,2.0,4.0
544,2587990,Lee Sol-gu,,,,Acting,0.6,,,,,
545,2469849,Park Sun-woo,,,2.0,Acting,1.131,https://image.tmdb.org/t/p/original/qh2QAwb2e2GnUKQ5ZYOEOREKhQU.jpg,1970-12-28,1970.0,12.0,0.0
546,2919786,Yoo Jun,"Gimpo, Gyeonggi, South Korea",,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/4qicULQGIkVFgl5EN87SwuMcKq1.jpg,2000-04-15,2000.0,4.0,5.0
547,1256353,Kim In-seo,,,,Acting,0.84,,,,,
548,2257409,Kim Do Kyung,,,,Acting,0.6,,,,,
549,1257592,Yoon Kye-sang,"Seoul, South Korea",,2.0,Acting,5.634,https://image.tmdb.org/t/p/original/iAIQfbPa965C0yfhUWKk9ESnt7w.jpg,1978-12-20,1978.0,12.0,2.0
550,1978514,Lee Sang-ah,,,1.0,Acting,1.859,https://image.tmdb.org/t/p/original/bb1s0U22NOolXzFPh6qWu4hQ73V.jpg,1972-02-14,1972.0,2.0,0.0
551,3053740,Hana,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/Ajad2JofXx9DGT65OQGfv1Xrug4.jpg,1993-04-30,1993.0,4.0,4.0
552,1257668,Oh Young Shil,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/3m1LB0isXCEyozcoaBvttMCJigA.jpg,1965-01-30,1965.0,1.0,5.0
553,1401531,Claudia Kim,"Seoul, South Korea",,1.0,Acting,9.549,https://image.tmdb.org/t/p/original/kLADYH3QpmFM6TEP2tZaGSVx1yi.jpg,1985-01-25,1985.0,1.0,4.0
554,3177769,Joo Sae Byeok,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/2JPBoWoTgIdGGt8kZc9PstxDMEP.jpg,1990-05-21,1990.0,5.0,0.0
555,2054220,Kim Jun-han,"Masan, South Gyeongsang, South Korea",,2.0,Acting,3.84,https://image.tmdb.org/t/p/original/sGEVz3KHa7LVuD0YOvMa4X3Q6fE.jpg,1983-03-29,1983.0,3.0,1.0
556,3622308,Johyun,"Seongnam-si, South Korea",,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/p8gQaDehjSBGHRfb6S7ultjyfmH.jpg,1996-04-14,1996.0,4.0,6.0
557,1894904,Lee Sun-mi,"Iksan, North Jeolla, South Korea",,1.0,Acting,1.22,https://image.tmdb.org/t/p/original/eqAh5f1eyVTiRKp5okjGi6BNcO9.jpg,1992-05-02,1992.0,5.0,5.0
558,2946950,Choi Kyung Hoon,South Korea,,2.0,Acting,1.4,https://image.tmdb.org/t/p/original/OyPhG5TbQWD9D4ypQ7khqWcr5J.jpg,1993-04-09,1993.0,4.0,4.0
559,1491631,Lim Dong-jin,South Korea,,2.0,Acting,1.526,,1944-04-27,1944.0,4.0,3.0
560,1122532,Han Seung-yeon,"Seoul, South Korea",,1.0,Acting,4.56,https://image.tmdb.org/t/p/original/xmDnoVmqY5iq4r8sqwDXh9eitRi.jpg,1988-07-24,1988.0,7.0,6.0
561,1304595,Kim Hee-ae,"Jeju, South Korea",,1.0,Acting,3.79,https://image.tmdb.org/t/p/original/sEZezVeiu6fUaiPBUl8fUldaMbE.jpg,1967-04-23,1967.0,4.0,6.0
562,1504485,Bae Woo-hee,"Busan, South Korea",,1.0,Acting,1.992,https://image.tmdb.org/t/p/original/dbyf0RKl2LKGom0ZNHGtkeuEOkn.jpg,1991-11-21,1991.0,11.0,3.0
563,1336527,Shin Eun-jung,,,1.0,Acting,4.69,https://image.tmdb.org/t/p/original/kMljH91HGp7HugKi7hRc7xMKl9M.jpg,1974-01-04,1974.0,1.0,4.0
564,1676285,Kang Tae Hwan,,,,Acting,0.731,,,,,
565,1619557,Ryan,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/wlywpleg1obE0P8yXuROafGw2eI.jpg,1983-10-19,1983.0,10.0,2.0
566,3066624,Han Jung-hyun,,,1.0,Acting,1.22,https://image.tmdb.org/t/p/original/jZTg06MilK2JnUl0KLJuThZeQL7.jpg,1981-12-14,1981.0,12.0,0.0
567,2712920,Jang Moon Bok,,,,Acting,0.6,,,,,
568,1307322,Jo Han-sun,"Seoul, South Korea",,2.0,Acting,4.234,https://image.tmdb.org/t/p/original/pO08oBXmnQCCOrHLoRZKOcTWs1s.jpg,1981-07-17,1981.0,7.0,4.0
569,2173679,Oh Hye-won,South Korea,,1.0,Acting,1.792,https://image.tmdb.org/t/p/original/AczH2d9cbgRWkKMkYWqfsRrRi2v.jpg,1986-02-04,1986.0,2.0,1.0
570,108535,Jung Ryeo-won,"Seoul, South Korea",,1.0,Acting,3.287,https://image.tmdb.org/t/p/original/iIZDoACPMkqLwbZEckiP3tdS1Pu.jpg,1981-01-21,1981.0,1.0,2.0
571,1134769,Lee Ju-seung,Seoul - South Korea,,2.0,Acting,3.223,https://image.tmdb.org/t/p/original/6yJqT18fiQDEPtMEoU2OWU5x4tG.jpg,1989-07-20,1989.0,7.0,3.0
572,3371553,Yu Yeon-Su,South Korea,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/qIIGkCyqtxHwGPMRt8kgDOnV9EL.jpg,1997-10-11,1997.0,10.0,5.0
573,96784,Oh Ji-ho,"Mokpo, South Korea",,2.0,Acting,4.681,https://image.tmdb.org/t/p/original/fazANaJGfsSU0i7ko6QUV2EvMsu.jpg,1976-04-14,1976.0,4.0,2.0
574,1243894,Won-joong Jeong,,,,Acting,0.6,,,,,
575,1227352,Kim Seo-yeong,,,1.0,Acting,1.753,,1977-01-19,1977.0,1.0,2.0
576,3671169,Park Hyeon Woo,,,1.0,Acting,0.6,,,,,
577,2396062,Lee Eun-sang,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/uVOc41HtNlzAoZW1z8aoYY0OWc.jpg,2002-10-26,2002.0,10.0,5.0
578,82093,Daniel Henney,"Carson City, Michigan, USA",,2.0,Acting,4.123,https://image.tmdb.org/t/p/original/4cxNfiABrndn6izXAt6TsjFfYBZ.jpg,1979-11-28,1979.0,11.0,2.0
579,1246926,Cho Kyu-hyun,"Seoul, South Korea",,2.0,Acting,3.989,https://image.tmdb.org/t/p/original/7fcrhuu3fffGT1P1BYf7MfkNt7c.jpg,1988-02-03,1988.0,2.0,2.0
580,1606060,Kim Si-eun,,,1.0,Acting,1.684,https://image.tmdb.org/t/p/original/3l3UoHpgfAXScBr2c7XGlztIn6V.jpg,1987-05-29,1987.0,5.0,4.0
581,1547178,Kim Yong-jun,South Korea,,2.0,Acting,0.6,,1984-09-12,1984.0,9.0,2.0
582,1254390,Ryu Soo-young,"Bucheon, Gyeonggi, South Korea",,2.0,Acting,4.119,https://image.tmdb.org/t/p/original/oS7NOagU9gWfUiIVsGnmPtwguJm.jpg,1979-09-05,1979.0,9.0,2.0
583,1992974,Yoon Ryu-Hae,,,,Directing,0.6,,,,,
584,223144,Kim Sung-su,South Korea,,2.0,Acting,3.709,https://image.tmdb.org/t/p/original/tswwrI0eqPU0gt1DXBsWgOwDunJ.jpg,1975-05-23,1975.0,5.0,4.0
585,3777081,Seo Byuk Joon,South Korea,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/i4oZ82GoiCiSZR1MjicLkZHVy05.jpg,1994-01-14,1994.0,1.0,4.0
586,2083708,Hong Ji-yoon,South Korea,,1.0,Acting,9.087,https://image.tmdb.org/t/p/original/xw7UaIV3QQnHwk4KbpkRUA2S4Kv.jpg,1991-03-03,1991.0,3.0,6.0
587,3447551,Yoon Hyun-soo,South Korea,,2.0,Acting,0.98,https://image.tmdb.org/t/p/original/kL7sHDi7PYdRiQeTtnUeEMXwjkD.jpg,1999-03-17,1999.0,3.0,2.0
588,3350076,Ahn Tae-hwan,,,2.0,Acting,2.709,https://image.tmdb.org/t/p/original/bE2ZDXSCkUp19ATsDZRuxtwlC6S.jpg,1993-06-07,1993.0,6.0,0.0
589,105411,Kim Soo-mi,"Gunsan, North Jeolla, South Korea",,1.0,Acting,3.593,https://image.tmdb.org/t/p/original/9SSGf9U5VHpRmrZAdLT1vRtNQBf.jpg,1951-09-03,1951.0,9.0,0.0
590,1525928,Song Ji-eun,"Seoul, South Korea",,1.0,Acting,4.283,https://image.tmdb.org/t/p/original/gzmENHQOaHDbEugMHk4d6UWQlUk.jpg,1990-05-05,1990.0,5.0,5.0
591,3780495,Song Young-ah,,,1.0,Acting,0.6,,1996-10-16,1996.0,10.0,2.0
592,1233711,Park Han-byul,Seoul - South Korea,,1.0,Acting,5.743,https://image.tmdb.org/t/p/original/xpzU6diEF3lZMxDPRweKWgrbkhE.jpg,1984-11-17,1984.0,11.0,5.0
593,118694,Jin Tae-hyeon,"Seoul, South Korea",,2.0,Acting,1.812,https://image.tmdb.org/t/p/original/mPyCWb7unV4SXEO24r7L00Jf1Wh.jpg,1981-02-15,1981.0,2.0,6.0
594,3125684,Kim So yi,,,,Acting,0.663,https://image.tmdb.org/t/p/original/9iQyEJWoG5md7NJEzL1VGnRZnJJ.jpg,,,,
595,3644088,Oh Jaewoong,,,,Acting,0.6,,,,,
596,1678535,Seo Jae-kyu,,,2.0,Acting,0.882,,1986-08-31,1986.0,8.0,6.0
597,3030899,Lee Jung Sic,,,,Acting,0.828,,,,,
598,1682490,Lee Sung-wook,,,2.0,Acting,8.107,https://image.tmdb.org/t/p/original/erpOUfjadjH2duXd6XWDsa2kNfw.jpg,1979-10-03,1979.0,10.0,2.0
599,3574235,Kim Shi-woo,South Korea,,1.0,Acting,0.6,,2014-04-14,2014.0,4.0,0.0
600,1257644,Chae Sang-woo,"Cheorwon County, Gangwon Province, South Korea",,,Acting,4.246,https://image.tmdb.org/t/p/original/oYy6UlIM7eZ9qL6igdi7Pzc6cdn.jpg,1999-03-31,1999.0,3.0,2.0
601,3609673,Song Won-geun,,,2.0,Acting,0.828,,1982-12-17,1982.0,12.0,4.0
602,1278015,Lee Yeon-su,"Seoul, South Korea",,1.0,Acting,1.529,https://image.tmdb.org/t/p/original/1n4ISXOvj5JX0rGrlrakHUP6VnD.jpg,1970-03-07,1970.0,3.0,5.0
603,83683,Han Da-gam,"Daejeon, South Korea",,1.0,Acting,3.743,https://image.tmdb.org/t/p/original/tfSAr8jrnHY539uKwivnIiwapW7.jpg,1980-09-12,1980.0,9.0,4.0
604,1246954,Lee Jae-hwang,"Seoul, South Korea",,2.0,Acting,1.396,,1976-12-26,1976.0,12.0,6.0
605,2273915,Hyun Bong-sik,"Busan, South Korea",,2.0,Acting,3.263,https://image.tmdb.org/t/p/original/6NS02ljZ2ssoFyxEM0Jp2SpWYC5.jpg,1984-10-20,1984.0,10.0,5.0
606,1293642,Kal So-won,"Oryu-dong, Guro, Seoul, South Korea",,1.0,Acting,4.277,https://image.tmdb.org/t/p/original/c2gH0cVq3JduUOJGV22IckMXoTU.jpg,2006-08-14,2006.0,8.0,0.0
607,2334386,Lee Sang-yeop,,,,Directing,0.6,,,,,
608,2496608,Shin Hyeon-seung,,,2.0,Acting,4.305,https://image.tmdb.org/t/p/original/exegJGiPIyXpcY059aYwpU6FYcB.jpg,1998-07-15,1998.0,7.0,2.0
609,87783,Park Sang-myeon,"Seoul, South Korea",,2.0,Acting,3.832,https://image.tmdb.org/t/p/original/a5zfhhfSpc32BLAGMXloVm6vglL.jpg,1968-01-27,1968.0,1.0,5.0
610,2882631,Park Sung-joon,,,2.0,Acting,2.225,https://image.tmdb.org/t/p/original/pklGYrZBGjO7wPLvSJgCNTjHkZ0.jpg,1992-11-05,1992.0,11.0,3.0
611,582130,Kim Ji-won,"Seoul, South Korea",,1.0,Acting,10.208,https://image.tmdb.org/t/p/original/1IkKPBM75ZZf9OU2AcK5yBOA4iS.jpg,1992-10-19,1992.0,10.0,0.0
612,2396050,Kim Yo-han,"Seoul, South Korea",,2.0,Acting,5.151,https://image.tmdb.org/t/p/original/l5idXA2kQLb7KbtdDXSmySdgE6z.jpg,1999-09-22,1999.0,9.0,2.0
613,2838969,Cho Hye-yeon,"Ansan, Gyeonggi, South Korea",,1.0,Acting,1.094,https://image.tmdb.org/t/p/original/emFLtpgg7lZrnwlgL3UPhgq2tgc.jpg,2000-08-05,2000.0,8.0,5.0
614,1547200,Yura,"Ulsan, South Korea",,1.0,Acting,3.323,https://image.tmdb.org/t/p/original/cVA40E5Pus66fLzq2mWLJDNNtNh.jpg,1992-11-06,1992.0,11.0,4.0
615,2918543,Chun Jae-young,South Korea,,2.0,Acting,0.609,https://image.tmdb.org/t/p/original/zia08oTKeINnn9tzqSppfA3eai4.jpg,1993-02-02,1993.0,2.0,1.0
616,2036027,Song You-hyun,,,1.0,Acting,2.857,https://image.tmdb.org/t/p/original/6dnDAzIMla5P10EugymX0hFEGKL.jpg,1983-01-08,1983.0,1.0,5.0
617,1621305,Jung Ho-keun,"Seoul, South Korea",,2.0,Acting,3.651,https://image.tmdb.org/t/p/original/5mbNZ4ExFNgs4PotAFEf94gFttP.jpg,1964-09-28,1964.0,9.0,0.0
618,2145503,Lee Chae Won,,,,Acting,0.6,,,,,
619,2313835,Cha Rae-hyung,,,2.0,Acting,1.14,https://image.tmdb.org/t/p/original/3koNoWCrkTzxClRfUqsDnduJgKK.jpg,1984-06-16,1984.0,6.0,5.0
620,1893580,Han Bo-reum,"Seoul, South Korea",,1.0,Acting,5.619,https://image.tmdb.org/t/p/original/8lVwU8kgJfDSfuhKTB3lXZ7VTNq.jpg,1987-02-12,1987.0,2.0,3.0
621,1238554,Lee Hwi-hyang,,,1.0,Acting,2.348,https://image.tmdb.org/t/p/original/5JZociBreDRj9gSwsb0bNRWS8AZ.jpg,1960-10-01,1960.0,10.0,5.0
622,1233094,Kwon Sang-woo,"Daejeon, South Korea",,2.0,Acting,7.555,https://image.tmdb.org/t/p/original/sXWZ82ph4ZPPG9kv2x6nXha1Kk4.jpg,1976-08-05,1976.0,8.0,3.0
623,63444,Jung Ho-bin,"Busan, South Korea",,2.0,Acting,2.634,https://image.tmdb.org/t/p/original/kYbIALPXNzmKox6HSoj1kD51sS2.jpg,1969-04-08,1969.0,4.0,1.0
624,552072,Jeong Gyu-su,"Muan County, South Jeolla Province, South Korea",,2.0,Acting,10.384,https://image.tmdb.org/t/p/original/5PB8tUkue8IwMHQREhZBayyQnOE.jpg,1957-09-05,1957.0,9.0,3.0
625,138532,Lee Si-young,"Cheongju, North Chungcheong, South Korea",,1.0,Acting,8.6,https://image.tmdb.org/t/p/original/5DLpS3QahK2RwqkY8aZNsQnvMPC.jpg,1982-04-17,1982.0,4.0,5.0
626,3686767,Jin Hyun Kwang,,,2.0,Acting,0.608,https://image.tmdb.org/t/p/original/ctSyhBCgVGpXAxXh2dPXExGXxbi.jpg,1977-06-24,1977.0,6.0,4.0
627,129701,Shosuke Tanihara,"Yokohama, Kanagawa Prefecture, Japan",,2.0,Acting,2.84,https://image.tmdb.org/t/p/original/vwOOXlVjs5hFeqb19Ky61eNGZdO.jpg,1972-07-08,1972.0,7.0,5.0
628,1256351,Kim Jung-min,"Boseong, South Jeolla, South Korea",,1.0,Acting,0.6,,1989-02-16,1989.0,2.0,3.0
629,3289675,Hur Jung-hee,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/m4K83QXRLt0XFXwUE1BbiTppUek.jpg,1995-08-22,1995.0,8.0,1.0
630,3523160,Jeon Chang Ha,,,,Acting,0.6,https://image.tmdb.org/t/p/original/kT9HcnqRSW965X2vEGKl9PcVjx5.jpg,,,,
631,2990974,Park Sang-nam,,,2.0,Acting,4.107,https://image.tmdb.org/t/p/original/tMuVmsxER0FTs55PNOy2QfA6ix3.jpg,1994-01-29,1994.0,1.0,5.0
632,1496155,Go Won-hee,"Seoul, South Korea",,1.0,Acting,5.478,https://image.tmdb.org/t/p/original/iHGHhIe4keVyxzUKNB0skR1wfGW.jpg,1994-09-12,1994.0,9.0,0.0
633,3051149,Kim Hyo-Gyeong,,,1.0,Acting,0.6,,2010-08-27,2010.0,8.0,4.0
634,1246228,Kim Joon,"Gwacheon, Gyeonggi Province, South Korea",,2.0,Acting,2.141,https://image.tmdb.org/t/p/original/eiG8O5YQhQIEOM15ahQn8HSyc6K.jpg,1984-02-03,1984.0,2.0,4.0
635,573788,Kim Yeong-Hoon,"Yangju, Gyeonggi Province, South Korea",,2.0,Acting,1.9,https://image.tmdb.org/t/p/original/mJgIr5pRfW2J3dM1g5t5x0C6IlD.jpg,1978-10-02,1978.0,10.0,0.0
636,1253559,Hong Eun-hee,"Jeongeup, North Jeolla, South Korea",,1.0,Acting,3.51,https://image.tmdb.org/t/p/original/r6ZSTldUMUSmkUiaUEysHVpTHAp.jpg,1980-02-17,1980.0,2.0,6.0
637,3194296,Baek Ji Yun,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/qh3BTGcsXoGhoxr6YrcWAge6t2n.jpg,1964-08-05,1964.0,8.0,2.0
638,1302910,Choi Eun-kyeong,"Busan, South Korea",,1.0,Acting,1.22,https://image.tmdb.org/t/p/original/73b4sYcktZpWSNJPcNEwLkfeC4C.jpg,1973-01-27,1973.0,1.0,5.0
639,3288923,Kwon Ah Reum,,,1.0,Acting,0.6,,1996-07-10,1996.0,7.0,2.0
640,1016124,Yoon Hyeon-sook,,,1.0,Acting,0.6,,1972-12-27,1972.0,12.0,2.0
641,1504978,Jang Yoo-sang,,,2.0,Acting,2.83,https://image.tmdb.org/t/p/original/ljYAPcYaEHULhUwVS51mIsNafWd.jpg,1991-09-21,1991.0,9.0,5.0
642,1419854,Lee Si-won,South Korea,,1.0,Acting,3.542,https://image.tmdb.org/t/p/original/lNcFcdTV2Zm73TXdUAlFqehtl4Z.jpg,1987-08-29,1987.0,8.0,5.0
643,2612409,Song Jin-woo,,,2.0,Acting,1.96,https://image.tmdb.org/t/p/original/sqqwjQWKTJlDO3J251sKZZk6TDO.jpg,1985-05-18,1985.0,5.0,5.0
644,2939041,Park Kyung Chu,,,,Acting,0.6,https://image.tmdb.org/t/p/original/nJJnftTQANMT49dP1zgmi0mjIR4.jpg,,,,
645,2805080,Shin Jae-hwi,,,2.0,Acting,5.51,https://image.tmdb.org/t/p/original/s4od0kMYFzJkJN5cU0HKlBmGkU2.jpg,1994-02-17,1994.0,2.0,3.0
646,1619436,Chae Seo-jin,"Suncheon, South Jeolla Province, South Korea",,1.0,Acting,2.007,https://image.tmdb.org/t/p/original/tsNJXifO5xKwvfyRkpbSGJC1PHR.jpg,1994-04-30,1994.0,4.0,5.0
647,3601699,Ju Yeon Ha,,,1.0,Acting,0.6,,,,,
648,1723485,Seo Ji-hoon,"Daegu, South Korea",,2.0,Acting,6.452,https://image.tmdb.org/t/p/original/hq3JSMoE8qWbPeae52dQXVaeRme.jpg,1997-04-25,1997.0,4.0,4.0
649,3095957,Lee Tae-vin,,,2.0,Acting,1.389,https://image.tmdb.org/t/p/original/ljBdsh8Sl8u2RUEETPJQBAax2wA.jpg,1996-01-22,1996.0,1.0,0.0
650,1299283,Lee Cheol-min,"Daegu, South Korea",,2.0,Acting,3.744,https://image.tmdb.org/t/p/original/irNR4XYy6SVFJ5GpT2wzYcRDuAG.jpg,1970-07-11,1970.0,7.0,5.0
651,63436,Jun Ji-hyun,"Seoul, South Korea",,1.0,Acting,19.957,https://image.tmdb.org/t/p/original/pM5U2KH8RmuV1F7RsoE7Pn6AyhP.jpg,1981-10-30,1981.0,10.0,4.0
652,1351407,Yoon So-hee,"Stuttgart, Germany",,1.0,Acting,4.423,https://image.tmdb.org/t/p/original/mvjPbxw4yeFUonddysXNy8f1fPD.jpg,1993-05-07,1993.0,5.0,4.0
653,3186374,Yoo Hwan,South Korea,,2.0,Acting,1.125,https://image.tmdb.org/t/p/original/jl0ZsJL5rQc3aSSYdYA749KCMeP.jpg,1991-07-29,1991.0,7.0,0.0
654,3531337,Kwon Hyuk-jin,,,,Acting,0.6,,,,,
655,980289,Oh Min-seok,,,2.0,Acting,5.011,https://image.tmdb.org/t/p/original/14gxqx1Wq6lx9c2u5czh9buLdGl.jpg,1982-04-22,1982.0,4.0,3.0
656,1256493,Lee Hye-sook,"Seoul, South Korea",,1.0,Acting,2.703,https://image.tmdb.org/t/p/original/iwZ6hftv3364WZkmw51Ba6R4PE2.jpg,1962-09-04,1962.0,9.0,1.0
657,2791231,Kwon Ji Woo,South Korea,,2.0,Acting,1.468,https://image.tmdb.org/t/p/original/rnQ3MPkzVuxog1o8uDlqUIe8Hor.jpg,1996-12-26,1996.0,12.0,3.0
658,2485848,Choi Gwang-il,,,2.0,Acting,0.734,https://image.tmdb.org/t/p/original/6vkA8s4XDPwZBRzNhN9xSLzb3II.jpg,1971-03-20,1971.0,3.0,5.0
659,1338518,Kim Kwon,,,2.0,Acting,4.292,https://image.tmdb.org/t/p/original/6ikXQq7EWBtf5lFTDu9D5BSB7uQ.jpg,1989-05-16,1989.0,5.0,1.0
660,2878492,Park Won-suk,South Korea,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/lgaRlrcdxCwQbyH9TCGqP7Gcq6L.jpg,1985-01-01,1985.0,1.0,1.0
661,554825,Cheol-Ho Park,,,2.0,Acting,0.702,,1960-04-22,1960.0,4.0,4.0
662,1326172,Lee Kwang-soo,"Namyangju, Gyeonggi, South Korea",,2.0,Acting,6.037,https://image.tmdb.org/t/p/original/iH7lAoq5MjDPyQr2GMoU9QTRBOi.jpg,1985-07-14,1985.0,7.0,6.0
663,1140792,Han Sang-jin,"Seoul, South Korea",,2.0,Acting,2.296,https://image.tmdb.org/t/p/original/kDqrOgTUtjehAC5WJSqLPNX10tK.jpg,1977-12-09,1977.0,12.0,4.0
664,2189618,Chung Ye-jin,South Korea,,1.0,Acting,2.123,https://image.tmdb.org/t/p/original/2GJBcw3WhyJFgPJWzAVE9Qs4NKO.jpg,1994-11-02,1994.0,11.0,2.0
665,2379047,Ahn Seong-bong,,,2.0,Acting,1.807,https://image.tmdb.org/t/p/original/iDnwRIPELK41iaYT32G5UpiIPFx.jpg,,,,
666,1335774,Yoo Ji-yeon,"Seoul, South Korea",,1.0,Acting,5.573,https://image.tmdb.org/t/p/original/79kVR7MH7u1OBUp0ZBFfVDNrM8l.jpg,1979-09-18,1979.0,9.0,1.0
667,3686721,Jung Byung Ho,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/gEp62tt3oLkEl4mugsZx4Q0gMGv.jpg,1963-09-09,1963.0,9.0,0.0
668,1924149,Lee Ye-won,,,1.0,Acting,1.325,https://image.tmdb.org/t/p/original/65ScuvxnN6BjpGlYbRfE1nq2G6K.jpg,2010-09-24,2010.0,9.0,4.0
669,1077275,Lee Hyeong-cheol,,,2.0,Acting,1.217,https://image.tmdb.org/t/p/original/rxGLdjDdM3jcmj3RA2qQC5mpWc5.jpg,1971-02-19,1971.0,2.0,4.0
