,tmdb_id,name,place_of_birth,deathday,gender,known_for_department,popularity,profile_img_url,birthday_dt,year,month,weekday
0,3686810,Kim Hyo Myung,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/ezzJi0RWmhCsawjpeET8y17PRXf.jpg,1988-03-18,1988.0,3.0,4.0
1,3226942,Lee Chan-hyung,,,2.0,Acting,0.84,https://image.tmdb.org/t/p/original/k9UO9pD7B0XBorJFwptQoPU3SXZ.jpg,1997-11-03,1997.0,11.0,0.0
2,1347525,Park Seo-jun,"Seoul, South Korea",,2.0,Acting,8.152,https://image.tmdb.org/t/p/original/jqkXsFYFL7ph4CMJoBJABdF3RrC.jpg,1988-12-16,1988.0,12.0,4.0
3,2318275,Yun Seul,"Busan, South Korea",,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/xcOQakQQJO4cnc4LQzxxWvrdVok.jpg,1992-06-29,1992.0,6.0,0.0
4,1042230,Park Ye-eun,"Goyang, Gyeonggi, South Korea",,1.0,Acting,0.727,https://image.tmdb.org/t/p/original/jTostNmY38auCNcz6oE2pFn7KaT.jpg,1989-05-26,1989.0,5.0,4.0
5,1255878,Lee Jong-hyun,"Busan, South Korea",,2.0,Acting,2.961,https://image.tmdb.org/t/p/original/cmKNriKxtG77vh6G3is6lyLu7vv.jpg,1990-05-15,1990.0,5.0,1.0
6,2042979,Kim Gun-woo,,,2.0,Acting,2.379,https://image.tmdb.org/t/p/original/sdFpIuQwzmbelx7EFLet2XzmGhH.jpg,1992-01-10,1992.0,1.0,4.0
7,1707625,Kim Jong-Moon,,,,Acting,0.6,,,,,
8,3244274,Park Se Hyun,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/kK6pAZ7kS552oUGdzLjr0UlKP4H.jpg,,,,
9,1572347,Jeon Bae-soo,South Korea,,2.0,Acting,14.14,https://image.tmdb.org/t/p/original/3jH7s2IUz7sgRRYlrd0soBfA8PE.jpg,1970-06-02,1970.0,6.0,1.0
10,2304866,You Su-min,,,2.0,Directing,0.6,,,,,
11,3253127,Lee Kyu-hoe,,,2.0,Acting,0.84,https://image.tmdb.org/t/p/original/3x4cJa48SBmesYTsYe394TCUztD.jpg,1970-01-30,1970.0,1.0,4.0
12,1256488,Kwon Yu-ri,"Goyang, Gyeonggi, South Korea",,1.0,Acting,5.404,https://image.tmdb.org/t/p/original/jBqzGSBiao1TmTXCNuZtxmXOQQf.jpg,1989-12-05,1989.0,12.0,1.0
13,1252048,Heo Yoon Jung,,,,Acting,1.214,,1966-04-04,1966.0,4.0,0.0
14,3459596,Kang Yu-Chan,,,2.0,Acting,0.6,,,,,
15,1420826,Kim Jin-geun,"Seoul, South Korea",,2.0,Acting,2.332,https://image.tmdb.org/t/p/original/yrKxMYgFdWhDrLoCy6GqWzKeVFK.jpg,,,,
16,1539326,Solar,"Seoul, South Korea",,1.0,Acting,0.831,https://image.tmdb.org/t/p/original/k6zvgM33uEIkm48OyPHVqhGwhl5.jpg,1991-02-21,1991.0,2.0,3.0
17,150242,Lee Min-jung,"Seoul, South Korea",,1.0,Acting,6.614,https://image.tmdb.org/t/p/original/sAQKiuCtTv4vn5FqduNjsv89wQe.jpg,1982-02-16,1982.0,2.0,1.0
18,233437,Lee Chun-hee,"Cheongyang, North Chungcheong, South Korea",,2.0,Acting,4.686,https://image.tmdb.org/t/p/original/aalnH5v2XowkM2UgTyIkSiHPPkq.jpg,1979-02-19,1979.0,2.0,0.0
19,2154372,Han Ji-an,,,1.0,Acting,3.364,https://image.tmdb.org/t/p/original/mxNIYV5gpOaoDFN6x4PkIZsDvBG.jpg,1991-03-17,1991.0,3.0,6.0
20,1257557,Kang Han-byul,"Anyang, South Korea",,,Acting,0.828,,2002-06-03,2002.0,6.0,0.0
21,1364528,Lee Ha-nee," Seoul, South Korea",,1.0,Acting,5.915,https://image.tmdb.org/t/p/original/yayAwtzM4ucEzakcVL0MGchesoc.jpg,1983-03-02,1983.0,3.0,2.0
22,3080473,Kim Do Young,,,,Acting,0.6,https://image.tmdb.org/t/p/original/j5J8UCWoTi9ukGAbS7yo7SYzR4Q.jpg,2003-12-04,2003.0,12.0,3.0
23,3119646,Rho Sang-bo,,,2.0,Acting,0.692,https://image.tmdb.org/t/p/original/q5YeRsO6CPdf0KUFIR3lo8F5Mrk.jpg,1990-02-23,1990.0,2.0,4.0
24,1237912,Lee Yoo-jin,,,1.0,Acting,0.833,https://image.tmdb.org/t/p/original/wDEvp4wmEJdouP41KOciLeUVb4Q.jpg,1977-01-08,1977.0,1.0,5.0
25,140335,Kim You-jung,"Seoul, South Korea",,1.0,Acting,10.67,https://image.tmdb.org/t/p/original/dqlafA1MFlJnZJutyT7trs4RpC4.jpg,1999-09-22,1999.0,9.0,2.0
26,94000,Eun Won-jae,,,,Acting,1.581,,1994-07-21,1994.0,7.0,3.0
27,554024,Lee Kan-hie,South Korea,,1.0,Acting,2.401,https://image.tmdb.org/t/p/original/yOf5oxwW7A4Nmi46MxJ6vuedjld.jpg,1969-02-03,1969.0,2.0,0.0
28,3781954,Shin Yeon-woo,,,1.0,Acting,0.6,,,,,
29,2145619,Jung Ji Yoon,,,,Acting,0.6,,,,,
30,1671014,Son Seung-won,,,2.0,Acting,1.4,https://image.tmdb.org/t/p/original/cQJBHIJ4APsnKTRshqd5qrYgNxA.jpg,1990-06-29,1990.0,6.0,4.0
31,88876,Ryoo Seung-bum,"Seoul, South Korea",,2.0,Acting,3.74,https://image.tmdb.org/t/p/original/bf8EtXv3QUBehLdCLtn7FB50ahD.jpg,1980-08-09,1980.0,8.0,5.0
32,17125,Park Jeong-hak,Corea del Sud,,2.0,Acting,2.863,https://image.tmdb.org/t/p/original/kTwGBs0NhWIam4CjyTtOzjSLZqf.jpg,1964-11-14,1964.0,11.0,5.0
33,3288637,Cho Jun-young,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/4SOMTiE8VwonjJoKlvGfHcdSL5u.jpg,2002-12-26,2002.0,12.0,3.0
34,1145025,Hwang Shin-hye,"Incheon, South Korea",,1.0,Acting,2.327,https://image.tmdb.org/t/p/original/qNfBffDdgEqu9AdfLKaGp7gBoSM.jpg,1963-04-16,1963.0,4.0,1.0
35,3244275,Jung Joon Sung,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/7Il6Yes3n4JbiEu6RK5ZgHxPYBY.jpg,,,,
36,557133,Lee Da-wit,"Incheon, South Korea",,2.0,Acting,3.016,https://image.tmdb.org/t/p/original/qWGDFlr47d2AJLtJsOEmfmaC21l.jpg,1994-03-02,1994.0,3.0,2.0
37,2159121,Kim Min-ho,,,2.0,Acting,1.244,https://image.tmdb.org/t/p/original/upF3vmnr9UyhgTcKx5GtADIniKn.jpg,1990-01-09,1990.0,1.0,1.0
38,1827085,Choi Dae-Seong,,,2.0,Acting,0.662,,1976-02-02,1976.0,2.0,0.0
39,2528428,Kim Mi-su,,2022-01-05,1.0,Acting,0.982,https://image.tmdb.org/t/p/original/A4roF3VYQziTsP6DdE6nzuIrKZZ.jpg,1992-03-16,1992.0,3.0,0.0
40,1257584,Jung Ae-yeun,"Daejeon, South Korea",,1.0,Acting,2.846,https://image.tmdb.org/t/p/original/peRdBGQroCUmTksnW5dkOrwX2ZZ.jpg,1982-11-30,1982.0,11.0,1.0
41,1251235,Lee Hong-gi,"Seongnam, Gyeonggi, South Korea",,2.0,Acting,2.151,https://image.tmdb.org/t/p/original/7XLhranbxfksAp7SkLp9JD4h0ws.jpg,1990-03-02,1990.0,3.0,4.0
42,1901522,Kim Hyung-min,,,2.0,Acting,1.4,https://image.tmdb.org/t/p/original/xuaagQDPelJv1nB8MrCaDyQcPz9.jpg,1983-09-05,1983.0,9.0,0.0
43,105412,Lim Chae-mu,"Hampyeong, Jeollanam-do, South Korea",,2.0,Acting,0.78,https://image.tmdb.org/t/p/original/15ZcnU5XPqvQ6G1wu8C6eBINbIi.jpg,1949-09-02,1949.0,9.0,4.0
44,1654414,Lee Soo-min,"Ulsan, South Korea",,1.0,Acting,2.387,https://image.tmdb.org/t/p/original/uokhDYwmeul0H909rOA9fzC1uTl.jpg,2001-07-01,2001.0,7.0,6.0
45,1798499,Oh Seung Ah,"Seoul, South Korea",,1.0,Acting,1.547,https://image.tmdb.org/t/p/original/7rxEAXMSilDE60YSy54YRCToLjX.jpg,1988-09-13,1988.0,9.0,1.0
46,945428,Ju Jin-mo,"Seoul, South Korea",,2.0,Acting,2.832,https://image.tmdb.org/t/p/original/1qTItiktKLOBRX00xIqx8GO0TXk.jpg,1958-02-26,1958.0,2.0,2.0
47,2159886,Lee Yun-hui,,,2.0,Acting,0.882,,1960-01-28,1960.0,1.0,3.0
48,3029687,Dawon,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/nAdqwJHroJ4lsy7h9HDIGKpe0ns.jpg,1995-07-24,1995.0,7.0,0.0
49,1015873,Son Hyun-joo,"Seoul, South Korea",,2.0,Acting,2.653,https://image.tmdb.org/t/p/original/v4uRXAf6Vq2rsgdgcyQeEL3qnf1.jpg,1965-06-24,1965.0,6.0,3.0
50,1093223,Lee Bo-hee,,,1.0,Acting,1.733,https://image.tmdb.org/t/p/original/stLqdEGU5j1RVPazK6LNEBl2VR4.jpg,1959-05-25,1959.0,5.0,0.0
51,587675,Yoo Yeon-seok,"Seoul, South Korea",,2.0,Acting,7.622,https://image.tmdb.org/t/p/original/mER9G7T2ObjAshrASI5rVPUeYaB.jpg,1984-04-11,1984.0,4.0,2.0
52,1574598,Baekhyun,"Bucheon, Gyeonggi, South Korea",,2.0,Acting,2.959,https://image.tmdb.org/t/p/original/rQ61119kTsZKmaDP5RKyoF8U6VU.jpg,1992-05-06,1992.0,5.0,2.0
53,2056748,Kang Yu-mi,"Gwangju, Gyeonggi, South Korea",,1.0,Acting,0.84,https://image.tmdb.org/t/p/original/erRynCJv8syE7DrCU1Rv5pTUcNu.jpg,1983-05-17,1983.0,5.0,1.0
54,1547199,Hong Jin-young,South Korea,,1.0,Acting,4.046,https://image.tmdb.org/t/p/original/bKZhajn2dQ4xZj6vz2lXQoJNXe1.jpg,1985-08-09,1985.0,8.0,4.0
55,109060,Kang Shin-il,South Korea,,2.0,Acting,1.535,https://image.tmdb.org/t/p/original/iQhXXV8Wsv2ZHifZqaIm1fJsW7F.jpg,1960-11-26,1960.0,11.0,5.0
56,2697147,Kim Hye-hwa,,,,Acting,1.22,https://image.tmdb.org/t/p/original/pCwGRkimaHXcv7MOn20cgJrUCAU.jpg,,,,
57,77281,Yoon Soy,"Seoul, South Korea",,1.0,Acting,3.924,https://image.tmdb.org/t/p/original/eBY3aIO9eFyl2fG5Q4ahZravHV9.jpg,1985-01-05,1985.0,1.0,5.0
58,84788,Kim Moo-yul,"Seoul, South Korea",,2.0,Acting,5.069,https://image.tmdb.org/t/p/original/7SoxNZ826OzxV7WBplJWud8WhOr.jpg,1982-05-22,1982.0,5.0,5.0
59,3038166,Lim Sung-kyun,,,2.0,Acting,0.6,,1996-03-20,1996.0,3.0,2.0
60,1713025,Jang Dong-yoon,"Daegu, South Korea",,2.0,Acting,6.933,https://image.tmdb.org/t/p/original/OuICJebfAG2tZdWgJn97eq7jhK.jpg,1992-07-12,1992.0,7.0,6.0
61,1255241,Park Ha-young,,,,Acting,0.6,,2002-07-20,2002.0,7.0,5.0
62,1715368,Jang Doo-ik,,,,Directing,0.6,,,,,
63,1155304,Kim C,"Chuncheon, Kangwon-do, South Korea",,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/12JhBw9SSSmX6d7HlnKGe0hxY7D.jpg,1971-11-15,1971.0,11.0,0.0
64,84856,Jung Woon-taek,"Daegu, South Korea",,2.0,Acting,2.754,https://image.tmdb.org/t/p/original/6wzTBurm62055dFYNf8p3nSNkSM.jpg,1975-07-05,1975.0,7.0,5.0
65,1330423,Kim Dae-myung,South Korea,,2.0,Acting,8.238,https://image.tmdb.org/t/p/original/aDBoiB6lfSFB3aKOopnp7Lau9mc.jpg,1980-12-16,1980.0,12.0,1.0
66,1855432,Jeon Seong-woo,"Seoul, South Korea",,2.0,Acting,1.002,https://image.tmdb.org/t/p/original/wpUQNHwwx6icC0zLdQQDruelvA8.jpg,1987-12-30,1987.0,12.0,2.0
67,1252865,Choi Won-hong,,,,Acting,3.17,https://image.tmdb.org/t/p/original/gGzhAO9ggO3Rz0mNIrMFeJFh7Ba.jpg,2000-12-14,2000.0,12.0,3.0
68,2150704,Kim Ki-doo,,,2.0,Acting,3.256,https://image.tmdb.org/t/p/original/fmTh73oW5YKc39o0zHNIhiHS9p5.jpg,1982-10-25,1982.0,10.0,0.0
69,2987023,Han Ji-hyun,"Seoul, South Korea",,1.0,Acting,4.015,https://image.tmdb.org/t/p/original/vtcti64Em6Gc9tDLsLNbeB4Mwds.jpg,1996-03-21,1996.0,3.0,3.0
70,2377695,Bae Hyeon-seong,,,2.0,Acting,2.321,https://image.tmdb.org/t/p/original/dUsVNDkAMAQP9fENDLNeaYXc8KB.jpg,1999-05-03,1999.0,5.0,0.0
71,1299358,Soo Ae,"Seoul, South Korea",,1.0,Acting,5.734,https://image.tmdb.org/t/p/original/ycwBQ9W2d6GWRIgbj4pzfq2J6bg.jpg,1979-07-25,1979.0,7.0,2.0
72,1302925,Kim Chung,,,1.0,Acting,1.379,https://image.tmdb.org/t/p/original/nFVTmRT1mI7DGtn7BIU9CAZ7R73.jpg,1962-06-01,1962.0,6.0,4.0
73,2265560,Lee Ho-jung,,,1.0,Acting,3.322,https://image.tmdb.org/t/p/original/dFjbnb6MUnQcacNZLcV0BXeAh8b.jpg,1997-01-20,1997.0,1.0,0.0
74,1992988,Chae Hee-jae,,,,Acting,0.6,,,,,
75,1108037,Im Se-mi,,,1.0,Acting,3.644,https://image.tmdb.org/t/p/original/hmDpdTlTj1KX9AlgmBouNWcg09F.jpg,1987-05-29,1987.0,5.0,4.0
76,3080468,Yoon Jae Hyuk,,,,Acting,0.6,,,,,
77,1180419,Jang Won-young,,,2.0,Acting,1.96,https://image.tmdb.org/t/p/original/78GuW9mYHgABTjsr89exqhjtWE7.jpg,1974-11-05,1974.0,11.0,1.0
78,1721362,Baek Soo-min,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/tcIGg8KaJBxjipV8Ck9YW9BGyZO.jpg,1993-10-15,1993.0,10.0,4.0
79,2169916,Yoon Ji-on,,,2.0,Acting,5.701,https://image.tmdb.org/t/p/original/o5Fj0JS8X8a2vkIBZmt2lmCttZk.jpg,1995-05-19,1995.0,5.0,4.0
80,3052247,Ju Han-Wul,South Korea,,,Acting,0.6,,1982-12-24,1982.0,12.0,4.0
81,139498,Rie Young-zin,"Seoul, South Korea",,1.0,Acting,1.62,https://image.tmdb.org/t/p/original/oWAl78YurArnO4ZGFYrnaC9nULM.jpg,1981-02-24,1981.0,2.0,1.0
82,1528085,Yoon Bo-mi,"Suwon, Gyeonggi, South Korea",,1.0,Acting,1.412,https://image.tmdb.org/t/p/original/85Crtv7t1AL9zmCfiddXf3eL2SD.jpg,1993-08-13,1993.0,8.0,4.0
83,570002,Bong Tae-gyu,South Korea,,2.0,Acting,5.002,https://image.tmdb.org/t/p/original/i0uVXlmJVig2oXaEJGyMVxMglGP.jpg,1981-05-19,1981.0,5.0,1.0
84,2306987,Jung Hyeon-jun,South Korea,,2.0,Acting,10.284,https://image.tmdb.org/t/p/original/vZadA6ip6V2kh0VZW9RwnLcYFgW.jpg,2011-11-08,2011.0,11.0,1.0
85,1256347,Kim Min-seok,"Busan, South Korea",,2.0,Acting,7.652,https://image.tmdb.org/t/p/original/A8POmaPo3zo95dyHQeT4irCAMjn.jpg,1990-01-24,1990.0,1.0,2.0
86,21689,Ko A-sung,"Seoul, South Korea",,1.0,Acting,5.773,https://image.tmdb.org/t/p/original/1mN2useZ0YI4aomMKwDjoPep3XY.jpg,1992-08-10,1992.0,8.0,0.0
87,3757076,Park Seung Bin,South Korea,,2.0,Acting,0.608,https://image.tmdb.org/t/p/original/dtoQSwoivisDjyGV8I7ThFIoPyI.jpg,,,,
88,230362,Jo Deok-hyeon,,,2.0,Acting,1.788,https://image.tmdb.org/t/p/original/pyEDGu4LjjXAMdh4OCsmBX4LzFE.jpg,1967-05-29,1967.0,5.0,0.0
89,2878774,Lee Sang-hong,South Korea,,2.0,Acting,0.828,https://image.tmdb.org/t/p/original/9XtUA8R3EMv46zvrRhSYfiBdt9p.jpg,1977-02-27,1977.0,2.0,6.0
90,1621349,Jung Jong-chul,,,2.0,Acting,0.6,,1977-06-27,1977.0,6.0,0.0
91,2122115,Chung Yoon-hye,"Daejeon, South Korea",,1.0,Acting,0.84,https://image.tmdb.org/t/p/original/w9JaPhX81t3rmqN26MweFdBFYTA.jpg,1990-04-14,1990.0,4.0,5.0
92,2128181,Jung Young-sook,"North Pyeongan, Korea",,1.0,Acting,4.219,https://image.tmdb.org/t/p/original/z2mZFjNXrT1ZnYM39e4pW1f1l9X.jpg,1947-04-01,1947.0,4.0,1.0
93,1247347,Choi Sang Hoon,,,,Acting,1.104,,,,,
94,2094413,Kim Ki-Moo,"Seoul, South Korea",,2.0,Acting,0.828,https://image.tmdb.org/t/p/original/tD6G91k82Z7hY1GD1kWN5Ww5Zcg.jpg,1978-05-18,1978.0,5.0,3.0
95,3206679,Jang Sung-yoon,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/1ktApxQaKmAlFDr52JYi2reSL7i.jpg,1998-02-17,1998.0,2.0,1.0
96,3685609,Kim Moo Young,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/dcyAxvjAc2156O7GP2UQQ4ePwxQ.jpg,1987-01-01,1987.0,1.0,3.0
97,1337780,Byun Yo-han,"Incheon, South Korea",,2.0,Acting,7.926,https://image.tmdb.org/t/p/original/wIJ6OQBPeGcCon4KANnLiXBzkwP.jpg,1986-04-29,1986.0,4.0,1.0
98,552067,Kim Tae-Hoon,,,2.0,Acting,2.297,https://image.tmdb.org/t/p/original/8mTd6HpLDFK2cwiWhoyZO78A5n1.jpg,1975-05-26,1975.0,5.0,0.0
99,2900006,Choi Hyo-eun,"Daejeon, South Chungcheong Province, South Korea",,1.0,Acting,1.96,https://image.tmdb.org/t/p/original/4gdSysBiNf2qb2rxYjpJwJ8Pr9g.jpg,1994-03-02,1994.0,3.0,2.0
100,239927,Im Ha-ryong,"Danyang County, North Chungcheong, South Korea",,2.0,Acting,1.774,https://image.tmdb.org/t/p/original/u3GvkCflbBNEwFHnuQqWrVGppM2.jpg,1952-10-31,1952.0,10.0,4.0
101,1489520,Yoo Jang-Young,,,2.0,Acting,1.646,https://image.tmdb.org/t/p/original/zMQC2OBuvDvLweN1EJM7oU8CmnI.jpg,,,,
102,1183807,Kim Min-gyu,,,2.0,Acting,1.555,,1980-08-10,1980.0,8.0,6.0
103,2074081,Lee Min-hyuk,"Seoul, South Korea",,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/asJIbJuzPLkFNn2v3yVZ9YAPToJ.jpg,1993-11-03,1993.0,11.0,2.0
104,1912713,Oh Mi-yeon,,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/90jc0UJ8ODqI0ZikgM6n9Cf1X3G.jpg,1953-01-01,1953.0,1.0,3.0
105,1890307,Gongchan,,,,Acting,0.6,,,,,
106,1715383,Jung Sang-hoon,"Seoul, South Korea",,2.0,Acting,5.503,https://image.tmdb.org/t/p/original/grYaUj88IUp95AF4MhQgtv3FUxs.jpg,1978-09-09,1978.0,9.0,5.0
107,83628,Kim Young-jun,South Korea,,2.0,Directing,1.4,,1968-04-08,1968.0,4.0,0.0
108,1875666,Hwang Chi-yeul,"Busan, South Korea",,2.0,Acting,3.709,https://image.tmdb.org/t/p/original/oilwIkC3ClNLE1rJlVetXKfJAR3.jpg,1982-12-03,1982.0,12.0,4.0
109,1632316,Choi Myung-gil,,,1.0,Acting,4.094,https://image.tmdb.org/t/p/original/n8VeHdbVtFz7YqagZDqKMomKTE3.jpg,1962-10-15,1962.0,10.0,0.0
110,118975,Choi Jae-Hwan,,,2.0,Acting,1.76,https://image.tmdb.org/t/p/original/62hWPPcUcjvI6yeAvP0xsIGtQUv.jpg,1983-07-15,1983.0,7.0,4.0
111,1299344,Jeon Soo-kyung,"Seoul, South Korea",,1.0,Acting,5.368,https://image.tmdb.org/t/p/original/aCU4zek584nZscfrymE8hgDBIXT.jpg,1966-07-12,1966.0,7.0,1.0
112,1607799,Lee Tae-seon,South Korea,,2.0,Acting,2.342,https://image.tmdb.org/t/p/original/4u7rNEJ2PTZKz0XHO6eLoYbC6qP.jpg,1993-07-16,1993.0,7.0,4.0
113,1256495,Ra Jae-Woong,,,,Acting,0.6,,,,,
114,2012472,Kim Dong-ha,South Korea,,2.0,Acting,0.98,https://image.tmdb.org/t/p/original/ssdxojiaRLpsprmho5FFhHZC1uf.jpg,1970-08-10,1970.0,8.0,0.0
115,1347175,Kim Eui-sung,"Seoul, South Korea",,2.0,Acting,6.808,https://image.tmdb.org/t/p/original/y7T2LJyorTK2NDk10yeTINWKrWR.jpg,1965-12-17,1965.0,12.0,4.0
116,2239782,Ryu Kyung-soo,"Seoul, South Korea",,2.0,Acting,8.939,https://image.tmdb.org/t/p/original/yAHJk1EyGdGidl42ejLROxYkPPK.jpg,1992-10-12,1992.0,10.0,0.0
117,2222720,Song Min-hyung,,,2.0,Acting,2.656,https://image.tmdb.org/t/p/original/83SbXLSgjuRPyzDx7ybfywmYsXn.jpg,1954-03-02,1954.0,3.0,1.0
118,1140210,Park Sung-hoon,,,2.0,Acting,2.559,https://image.tmdb.org/t/p/original/enKDuSOpLMDDqr12lLgr17DqZJF.jpg,1985-02-18,1985.0,2.0,0.0
119,3581705,Kim Jeong-seok,,,,Acting,0.694,,,,,
120,2146578,Son Hun Soo,,,,Acting,0.6,,,,,
121,1920791,Yoo In-sik,South Korea,,2.0,Directing,2.679,https://image.tmdb.org/t/p/original/fqISloe1jJeNLhoSMP35IP8E1xS.jpg,,,,
122,1299288,Im Seul-ong,"Seoul, South Korea",,2.0,Acting,0.635,https://image.tmdb.org/t/p/original/hPsQpu6ttifj3HqE8i1T0V0125k.jpg,1987-05-11,1987.0,5.0,0.0
123,224632,Kim Jeong-gyun,"Mokpo city, Jeollanam-do, South Korea",,2.0,Acting,2.543,https://image.tmdb.org/t/p/original/BzdQlMgRQQTxmxyySUDE07dFik.jpg,1965-10-13,1965.0,10.0,2.0
124,1107788,Choi Cheol-ho,"Seoul, South Korea",,2.0,Acting,3.803,https://image.tmdb.org/t/p/original/fOgoY3Nme1yNwfAqMAyRsWppiZQ.jpg,1970-03-02,1970.0,3.0,0.0
125,564861,Hong So-hee,,,1.0,Acting,4.004,https://image.tmdb.org/t/p/original/8gOPceBouVB0s5vAlHLhi8aaSNd.jpg,1984-08-19,1984.0,8.0,6.0
126,2988460,Kim Eun-soo,,,2.0,Acting,1.835,https://image.tmdb.org/t/p/original/j2z1DbZDeEq3ZW4uWFsGoRMGnB5.jpg,,,,
127,3175554,Kim Dong Gyun,,,,Acting,0.6,,,,,
128,1668816,Kim Mi-Jin,,,,Acting,0.6,,,,,
129,1494834,Tae In-ho,"Busan, South Korea",,2.0,Acting,3.381,https://image.tmdb.org/t/p/original/tQJuRcrWe9QUsHikSO6Ga2XIKcS.jpg,1980-05-02,1980.0,5.0,4.0
130,1929194,Hong Kyung,,,2.0,Acting,2.302,https://image.tmdb.org/t/p/original/vh6JiVsFKJj8uD4LAqJN13nJZu4.jpg,1996-02-14,1996.0,2.0,2.0
131,135850,Kim Young-jae,,,2.0,Acting,1.857,https://image.tmdb.org/t/p/original/wSgDPw6fSGgrwJLO0QaITbS758L.jpg,1975-10-09,1975.0,10.0,3.0
132,1694435,Park Myung-hoon,"Busan, South Korea",,2.0,Acting,4.923,https://image.tmdb.org/t/p/original/8IgD7YBQKi2K94RSCwXCCrKcQrA.jpg,1975-05-28,1975.0,5.0,2.0
133,1856377,Oh Dae-hwan,"Cheonan, South Chungcheong, South Korea",,2.0,Acting,4.851,https://image.tmdb.org/t/p/original/d3ThGdnujocRKLHrwHbJqHlXpWC.jpg,1979-07-05,1979.0,7.0,3.0
134,1875691,Ahn Sol-bin,"Seongnam, Gyeonggi, South Korea",,1.0,Acting,7.32,https://image.tmdb.org/t/p/original/b0umHbH0j0HJnx68fdGpewzyIu7.jpg,1997-08-19,1997.0,8.0,1.0
135,1983679,Choi Han-bit,"Gangneung, South Korea",,1.0,Acting,1.28,https://image.tmdb.org/t/p/original/d1AJdNZdQ207X3UDDljY9Kslxvz.jpg,1987-06-16,1987.0,6.0,1.0
136,1295457,Kang So-ra,"Seoul, South Korea",,1.0,Acting,6.351,https://image.tmdb.org/t/p/original/hGIvcS0fqrmXwTXhU9yIi9WdfhS.jpg,1990-02-18,1990.0,2.0,6.0
137,592258,Choi Seong-min,,,,Acting,0.6,https://image.tmdb.org/t/p/original/b3EHiDLo9nwbXKz5rsAYjzd35ma.jpg,,,,
138,2843994,Oh Dong Joon,,,,Acting,0.6,,,,,
139,1254632,Choi Sung-ho,,,,Acting,0.6,https://image.tmdb.org/t/p/original/4MQpGuPRV2NuQlqjdJJaMIukegL.jpg,,,,
140,1307131,Kang Kyung-joon,South Korea,,2.0,Acting,1.427,https://image.tmdb.org/t/p/original/b1HBKoENiUkqSbvYB01sn1YRrUx.jpg,1983-02-11,1983.0,2.0,4.0
141,553705,Song Ok-suk,,,1.0,Acting,2.939,https://image.tmdb.org/t/p/original/yZUoMkzBxUjXsua8p6cFG8erR6F.jpg,1960-08-14,1960.0,8.0,6.0
142,2140937,Moon Soo-bin,,,1.0,Acting,1.283,https://image.tmdb.org/t/p/original/hIJPsvKhETY3bSJWyVXFUz5fACA.jpg,1992-10-13,1992.0,10.0,1.0
143,1499717,Ko Se-won,"Seoul, South Korea",,2.0,Acting,1.4,https://image.tmdb.org/t/p/original/owC2YaN6QPBWxjTGOmhqFk6ndKy.jpg,1977-12-13,1977.0,12.0,1.0
144,2184678,Park Ah-in,,,1.0,Acting,2.911,https://image.tmdb.org/t/p/original/ox6FlVKrHHp0Ndr7SAADtEYySEC.jpg,1985-02-12,1985.0,2.0,1.0
145,3209018,Lee Jong Hyuk,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/pOW9BfracfQtdnqaiMp3WpSJtgs.jpg,1997-06-23,1997.0,6.0,0.0
146,1077924,Jang Yong-woo,,,2.0,Directing,0.6,,1957-04-23,1957.0,4.0,1.0
147,2449722,Shin Yoon-seop,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/ovaDOLICPXmP5yoZcJjlFwt4dpF.jpg,1995-04-30,1995.0,4.0,6.0
148,3399975,Jeong In-ji,South Korea,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/vIUgDWfhS0JHubxluT7v98O53xg.jpg,1984-06-12,1984.0,6.0,1.0
149,1294772,Hwang Byeong-guk,,,2.0,Acting,0.979,https://image.tmdb.org/t/p/original/ci5pjxTwaXGD9ZuwNqZ2Eknqzxf.jpg,1968-08-22,1968.0,8.0,3.0
150,138523,Kim Won-hee,"Seoul, South Korea",,1.0,Acting,2.227,https://image.tmdb.org/t/p/original/vNtVsKTpbBjv4umADx1kS8dPbmW.jpg,1972-06-09,1972.0,6.0,4.0
151,1488075,Kim Young-pil,"Seoul, South Korea",,2.0,Acting,2.001,https://image.tmdb.org/t/p/original/sjT92A9eK4bF16zrApuXwRVzz7i.jpg,1973-09-03,1973.0,9.0,0.0
152,1346901,Lee Yong-jik,,,2.0,Acting,1.4,https://image.tmdb.org/t/p/original/kEBXmF7id63kdz2iw8FvBpdeowh.jpg,,,,
153,2098661,Kim Tae-min,,,2.0,Acting,0.6,,1995-07-24,1995.0,7.0,0.0
