,tmdb_id,name,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,networks_ids,airing_date_dt,year,month,weekday
0,208249,Game of Witches,"582555, 2117665, 1066220","18, 80, 9648",1.0,29.0,30.0,"Yu Kyung is a successful woman who is proficient enough to become an executive director of Chunha Group when she started as a secretary. She recently found out her daughter is alive, so she plans to get her back and take her revenge. Meanwhile, Hye Soo is a strong girl who faces challenges head-on. She has a daughter with Ji Ho, and she would do anything for her. However, she gets tragically betrayed by Ji Ho, the love of her life, over power and money. How will those two mothers end their fierce revenge?",414.151,,,25.0,97,2022-10-11,2022.0,10.0,1.0
1,99966,All of Us Are Dead,"2125084, 1493898, 2185341, 2074587, 2402531, 1985557, 79577, 1916075, 1572347","10759, 18, 10765",2.0,12.0,65.0,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,398.111,8.421,2750.0,,213,2022-01-28,2022.0,1.0,4.0
2,112888,True Beauty,"1252016, 1604826, 2333298, 2175208, 1108037, 1872629, 2158882, 1676563, 2992404, 1985543, 3115918, 3129872, 2064247, 1998163","35, 18",1.0,16.0,75.0,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",396.708,8.524,1156.0,,,2020-12-09,2020.0,12.0,2.0
3,93405,Squid Game,"73249, 1593672, 3194501, 1557181, 1048070, 1918350, 587677, 2965849, 1985557","10759, 9648, 18",2.0,9.0,54.0,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",323.945,7.835,11835.0,,213,2021-09-17,2021.0,9.0,4.0
4,211174,Vengeance of the Bride,"1568455, 1368061, 1940498, 1233712, 139509, 1798499, 2946951, 3719584, 141153, 2939533, 3719591, 2814163, 938258","18, 9648, 10751",1.0,30.0,40.0,The story of a woman who becomes the daughter-in-law of an enemy for desperate revenge.,302.588,,,26.0,342,2022-10-10,2022.0,10.0,0.0
5,136699,Glitch,"2067860, 1523043, 1418580, 2239782, 150697, 1747532, 181332, 1511024, 3138793, 1605872, 2120094, 2758995, 2878492, 1572347, 2003804, 939133, 2098630, 2840538, 2124185","18, 35, 9648, 10765",1.0,10.0,54.0,A young woman joins forces with a UFO enthusiast to investigate her boyfriend’s sudden disappearance and stumbles into a wild conspiracy.,223.442,7.674,43.0,,213,2022-10-07,2022.0,10.0,4.0
6,112836,Money Heist: Korea - Joint Economic Area,"10112, 28662, 1593672, 1937533, 551682, 1257600, 1692997, 1299252, 1630811, 2286203, 1694435, 147505, 2480883, 1565993, 3603071, 557743, 939133, 64455, 1329984, 125732","10759, 80, 18, 9648",1.0,12.0,,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",202.731,7.886,398.0,7.0,213,2022-06-24,2022.0,6.0,4.0
7,67915,Goblin,"150903, 1067849, 1238592, 1254169, 1398345, 1257661, 1561631, 1566012, 560081","18, 10765",1.0,16.0,77.0,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",160.914,8.711,2361.0,,,2016-12-02,2016.0,12.0,4.0
8,197067,Extraordinary Attorney Woo,"1134684, 1565392, 1648169, 1572347, 2720442, 560070, 1579819, 2839957, 2790041, 2240033","18, 35",1.0,16.0,70.0,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,147.054,8.31,381.0,,"213, 5841",2022-06-29,2022.0,6.0,2.0
9,129473,Young Lady and Gentleman,"1253552, 2752543, 1568455, 1254981, 1487437, 1255877, 141153, 1238554, 1715741, 42795, 3019258, 2275609, 3370738, 3031137, 1348579, 3206699, 1894203, 2413589, 1240217, 1578882","35, 18, 10751",1.0,52.0,70.0,"Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her. Meanwhile, Park Dan Dan has bright and positive personality despite her harsh situation.",128.825,8.125,8.0,,342,2021-09-25,2021.0,9.0,5.0
10,154825,Business Proposal,"1571598, 1834241, 1565088, 1761412, 1232904, 224673, 2463266, 1335771, 2120766, 2858603, 3247887, 3481219, 1504485, 2285866, 1627616, 2481327, 1571598, 2854670, 2144710, 2878474, 2934538, 1239675, 4263, 3009045, 2159490, 3489653, 1676283, 3548607, 3010130, 2887281, 3031338, 2400234","35, 18",1.0,12.0,60.0,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,126.273,8.388,103.0,,"156, 213",2022-02-28,2022.0,2.0,0.0
11,133091,My Sweet Dear,"2658775, 3226942, 3251880, 3281953, 3281954",18,1.0,8.0,15.0,"A youthful romance set in a restaurant between an extraordinary genius chef, Choi Jung Woo and Laura Dining's head chef, Yoon Do Geon.",117.343,4.8,5.0,,"1390, 1671, 3732",2021-10-21,2021.0,10.0,3.0
12,106651,Hellbound,"572225, 232599, 571172, 1916226, 108538, 1793046, 3038410, 2239782, 1299244","18, 80, 10765",2.0,6.0,52.0,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",112.719,7.515,687.0,,213,2021-11-19,2021.0,11.0,4.0
13,208336,Revenge of Others,"2256407, 2074587, 1723485, 1257644, 1654414, 2400820, 587677, 2858604, 2595111, 3667067",18,1.0,12.0,60.0,"A boy falls to his death at school, but Ok Chanmi does not believe that her twin brother, Park Wonseok, committed suicide. Chanmi transfers to her brother's school, Yongtan High, and meets Ji Sooheon, who witnessed her brother's death.",97.551,7.3,3.0,3.0,2739,2022-11-09,2022.0,11.0,2.0
14,93490,My Country: The New Age,"1809986, 1845057, 1374514, 63438, 69080, 428960, 80654, 93996, 1762692, 1614018","18, 10759",1.0,16.0,70.0,"Set during the turbulent time of the fall of Goryeo and the founding of Joseon, two former friends face-off against one another over a woman and the future shape of the nation.",96.015,7.6,26.0,,"213, 885",2019-10-04,2019.0,10.0,4.0
15,201146,Love in Contract,"1234603, 1257601, 1613823, 560070, 3229192, 2480883, 138527, 1859758, 3003941, 1239677, 2471960, 2033111, 1794445, 2381047, 3177082, 2636514","18, 35",1.0,16.0,67.0,"Can marriage be a business? Sang-eun is a single-life helper with 13 years of career. Her customers are those who need a wife for their public life under social pressure. Ji-ho is Sang-eun's MWF husband client who has been with her for 5 years. While short-term, abusing clients on TTS are driving Sang-eun mad, new long-term contractor Hye-jin appears and takes up the TTS husband schedule. With two different men, MWF husband and TTS husband, Sang-eun's week flows romantically crossing the borderline between public affairs and private emotions.",89.479,9.3,6.0,,,2022-09-21,2022.0,9.0,2.0
16,155226,Big Mouth,"1095818, 1252045, 2526744, 2736784, 1385609, 2133924, 125734, 1676563","9648, 18, 80",1.0,16.0,68.0,"A lawyer, caught up in a murder case, becomes a notorious and genius con artist overnight, in order to fight against a huge conspiracy and survive.",86.329,8.2,37.0,,97,2022-07-29,2022.0,7.0,4.0
17,211239,The Love in Your Eyes,"132148, 1420819, 2296845","18, 10751",1.0,44.0,30.0,"Depicts the second love of a rogue daughter-in-law who appears in a 30-year-old gomtang restaurant, and a confident single mother Young Ih who says anything no matter what.

Jang Kyung Joon, who has the charm of a black-and-white man. Even though he shows the coolness of self-restraint from a large company that doesn't show his emotions easily, he shows both sides of being friendly in front of Lee Young Ih. Lee Young Ih, a single mother of steel mentality and a daughter-in-law with a bad attitude. She is sometimes angry, but she is a colorful charmer full of justice. Kim Hae Mi, her mother's daughter who has both her work and love in her hands, and Jang Kyung Joon's fiancée. It forms a tense rivalry with Bae Nouri. Jang Se Joon, the half-brother of Jang Kyung Joon, who has a friendly personality.",79.171,,,31.0,829,2022-10-03,2022.0,10.0,0.0
18,135157,Alchemy of Souls,"1879169, 1736364, 2353469, 2791233","18, 10759, 9648, 10765",2.0,30.0,74.0,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",66.889,8.693,174.0,1.0,,2022-06-18,2022.0,6.0,5.0
19,110356,My Name,"2112859, 93999, 1591491, 123820, 1615316, 3003834","80, 18, 9648, 10759",1.0,8.0,50.0,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",73.273,8.319,602.0,,213,2021-10-15,2021.0,10.0,4.0
20,16420,Boys Over Flowers,"1233840, 1245104, 1245820, 138114, 1246228, 117508, 588209, 1193410, 63440, 63444, 138532, 1257602, 1239677, 1251074, 1510020, 2588206","35, 18",1.0,25.0,65.0,A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.,72.096,8.274,1541.0,,342,2009-01-05,2009.0,1.0,0.0
21,96777,The Silent Sea,"21688, 150903, 1257963, 1352930, 1346897, 1682490, 2123796, 2392080, 2313835, 2683823, 2221392, 2256730, 1191711, 1918350, 2115785","18, 10765, 9648",1.0,8.0,45.0,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",70.531,7.874,449.0,,213,2021-12-24,2021.0,12.0,4.0
22,114395,A Love So Beautiful,"2887247, 2887250, 2396050, 2082223, 1704081, 3652325","18, 35",1.0,24.0,24.0,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",69.223,8.49,401.0,,2748,2020-12-28,2020.0,12.0,0.0
23,96648,Sweet Home,"1878952, 1299479, 138532, 2341408, 1747532, 1787992, 1983073, 2791233, 1222431, 123820, 2125943, 1576059, 3247828, 2784573, 118667, 3780424","18, 10765",2.0,10.0,52.0,"As humans turn into savage monsters and wreak terror, one troubled teen and his apartment neighbors fight to survive — and to hold on to their humanity.",68.923,8.509,914.0,,213,2020-12-18,2020.0,12.0,4.0
24,89641,Love Alarm,"235731, 1865300, 1878952, 1787992, 1307736, 2369771, 2828043, 2130298, 102269, 229947, 1488075, 1793045, 2087240","18, 10765",2.0,14.0,50.0,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",67.41,8.454,1758.0,,213,2019-08-22,2019.0,8.0,3.0
25,123349,The Sound of Magic,"1253391, 2483538, 2333298, 3281037, 1510020, 3391312, 2663920, 1336804, 1299278, 1203792, 3649772","18, 10765",1.0,6.0,69.0,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,65.794,7.45,50.0,,213,2022-05-06,2022.0,5.0,4.0
26,94796,Crash Landing on You,"544107, 86889, 127708, 20264, 1257611, 2526744, 2526745, 1619435, 145999, 4259, 2149762, 1123505, 1352930, 463583, 2533271, 2123570, 2158882, 1694435, 462583, 1574622, 1686201, 2992836, 62333, 3167107","18, 35, 10768",1.0,16.0,85.0,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",61.043,8.7,383.0,,,2019-12-14,2019.0,12.0,5.0
27,134675,Little Women,"1067849, 939137, 2125084, 1557181, 1299243, 1293088, 92678, 2605967, 2122696, 2288847, 73252, 3555452, 998412","18, 9648, 10759",1.0,12.0,74.0,"Missing ₩70 billion appears to three sisters who grew up in absolute poverty but with a close bond. Entangled in a conspiracy that involves the rich and powerful, three sisters who wanted to live like everyone else confront a life task whether to keep or to return the money.",63.654,8.5,26.0,,,2022-09-03,2022.0,9.0,5.0
28,45579,The Moon Embracing the Sun,"1251581, 1207629, 1245330, 140335, 1234600, 1350149, 1210577, 235731, 1545928, 227447, 1296713, 1252867, 1454806, 96659, 496937, 561199, 93997, 1349146, 1512476, 1043191, 994248, 1253449","18, 10765",1.0,20.0,65.0,"Years after she's assumed dead by the palace, a young noblewoman, now trained as a shaman, returns to court to reclaim her rightful position as queen.",65.92,7.982,170.0,,97,2012-01-04,2012.0,1.0,2.0
29,65143,Descendants of the Sun,"150698, 74421, 582130, 1299287, 1557700, 109060, 1596584, 566375, 572224, 1575015, 1113060, 1256347, 1591491, 145360, 1330446, 79577, 1839362, 3510437, 2081771, 1494834, 1737904, 2166026, 1142756, 3682027, 3686810",18,1.0,16.0,60.0,A drama about the love of people who get closer as they learn to be considerate of each other in desperate times and sacrifices made by people who throw themselves into natural disasters.,59.525,8.475,597.0,,342,2016-02-24,2016.0,2.0,2.0
30,155229,Cheer Up,"2987023, 3104322, 3261027, 3159475, 3202770, 1297749, 3652323, 2438094, 2791224, 2720442, 93996, 143541, 3675304, 2160006","18, 9648, 35",1.0,16.0,60.0,Revolves around a once-leading university cheering squad. It will showcase the story of the use of dance on our youth. Do Hae Yi is the newest member of the university's cheerleading squad. She was selected as the top 1% in appearance. Park Jung Woo is the leader of the Yeonhee University cheering squad.,59.382,6.9,8.0,11.0,156,2022-10-03,2022.0,10.0,0.0
31,79434,What's Wrong with Secretary Kim,"1347525, 1234603, 1407750, 1818072, 145363, 77182, 1648169, 1257657, 1336802, 1239675, 2055108, 2055110, 2083708, 1863422, 1547202, 230362, 1486292, 2704194","35, 18",1.0,16.0,60.0,"Lee Young-Joon's family runs a large company and he works as the vice-president of the company. He is smart, rich and handsome, but he is arrogant. His secretary is Kim Mi-So. She has worked for him for years and she is perfect for him, but Kim Mi-So decides to quit her job.",58.734,8.43,478.0,,,2018-06-06,2018.0,6.0,2.0
32,96462,It's Okay to Not Be Okay,"1251581, 1353829, 1983073, 998412, 1295461, 63441, 93996, 587632, 1334541, 2298157, 2736784, 16264, 3159475, 3105281, 3391312, 3178760","18, 35",1.0,16.0,75.0,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected—a woman who writes fairy tales but doesn’t believe in them.",58.233,8.613,1062.0,,,2020-06-20,2020.0,6.0,5.0
33,68349,Weightlifting Fairy Kim Bok-Joo,"1482876, 1459772, 1206963, 1101359, 1540825, 1676563, 1671006, 1179570, 1701993, 240081, 93996, 86329, 1648169, 240082, 1572354, 587674, 1624590, 1095818, 2222726","35, 18",1.0,16.0,60.0,"A spunky female weightlifter and free-spirited male swimmer meet on campus, only to find out their pasts may be intertwined.",57.919,8.71,648.0,,97,2016-11-16,2016.0,11.0,2.0
34,133678,Once Upon a Small Town,"1547207, 2959217, 3254816, 2720442, 17127, 2688877, 3762395, 3367106, 2228586, 3762396, 3237489",18,1.0,12.0,36.0,"Against his wishes a veterinarian from the big city relocates to the countryside, where he meets a policewoman, a town insider with a friendly secret.",56.733,8.032,31.0,,"213, 2748",2022-09-05,2022.0,9.0,0.0
35,156406,Under the Queen's Umbrella,"146245, 93252, 1258630, 1347175, 3132668, 2133924, 2064247, 1311205, 3644029, 1353857, 64455, 123810, 3711571, 2992404, 3684067, 3031137","18, 35",1.0,16.0,73.0,"A spirited queen tries to rein in her rowdy sons in order to make one of them the next king of Joseon, while her competitors vie to snatch the throne.",54.169,9.08,25.0,11.0,,2022-10-15,2022.0,10.0,5.0
36,117376,Vincenzo,"150698, 2067860, 1251647, 1336804, 87553, 1385609, 1203792, 1649157, 141857, 2992834, 2526744, 2663919, 2901663, 2992836, 2716546, 1254557, 2004692, 2663920, 2992833, 2160006, 1294525, 3682027","10759, 35, 18",1.0,20.0,81.0,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",53.938,8.688,630.0,,,2021-02-20,2021.0,2.0,5.0
37,157383,The Golden Spoon,"1398345, 2260426, 1813385, 1875826, 1258630, 1794446, 1676561, 1257590, 3003834, 3053194, 2036027, 2312406, 3742977, 2762557, 2988460, 1333030, 1530559, 1505668, 3675304, 2146445, 2150704, 1707624","18, 9648, 10765",1.0,16.0,72.0,"Would you trade your poor but loving family for a life of riches? When Seung Cheon gets his hands on a magical spoon that allows him to switch lives with his rich best friend, he thinks it’s a no-brainer. But life-altering decisions are always accompanied by a sense of doubt, and with only three chances to change his mind, Seung Cheon has to decide which of his two possible futures is worth keeping.",52.776,8.8,8.0,,97,2022-09-23,2022.0,9.0,4.0
38,154891,Woori The Virgin,"139502, 1256390, 2083708, 1255725, 1253559, 1574620, 3531272","35, 18",1.0,14.0,63.0,"A romantic comedy about a woman  Oh Woo Ri, who intended to remain chaste until marriage, accidentally winds up pregnant while undergoing a medical examination.",52.167,7.375,16.0,,156,2022-05-09,2022.0,5.0,0.0
39,129888,Twenty Five Twenty One,"1537768, 1459772, 1881078, 3126573, 3155118, 3480736, 1299278, 2275609, 2067069, 2452392, 3495015, 3125374, 2115546, 2500947, 147853, 2961341, 2776202, 1496147",18,1.0,16.0,75.0,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.",52.053,8.7,63.0,,,2022-02-12,2022.0,2.0,5.0
40,158811,Bargain,"1937533, 1989290, 3003834","18, 80",1.0,6.0,35.0,"Based on the short film of the same name, ‘Bargain’ is a disaster thriller that unfolds when a great earthquake hits the building where ‘Ransom’ was negotiated for different reasons. The merciless struggle of human beings to survive in the chaos created by complete disconnection from the outside world is drawn in an interesting way.",50.666,9.0,2.0,,3897,2022-10-28,2022.0,10.0,4.0
41,201852,One Dollar Lawyer,"1239247, 2334143, 1500616, 126743, 1232904, 1631996, 2935448, 2288847, 531736",18,1.0,12.0,60.0,"Courts are not equally accessible to everyone and people lose trust in the judicial system. But here comes a lawyer with the best skills and a commission fee of just one dollar, committed to social justice and defending fundamental human rights. This extraordinary defense lawyer confronts blindfolded justice and highly paid opposing counsel for his clients' rights.",49.236,8.455,11.0,,156,2022-09-23,2022.0,9.0,4.0
42,68814,Strong Woman Do Bong Soon,"83036, 1330918, 1384687, 1578882, 1761412, 117349, 1336804, 1199744, 1633135, 1004565, 1278160, 1792586","35, 10759, 18",1.0,16.0,60.0,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",49.205,8.101,149.0,,885,2017-02-24,2017.0,2.0,4.0
43,138947,Artificial City,"1299358, 84751, 92678, 3314352, 1615316, 587677, 135850, 2183220","18, 9648",1.0,20.0,64.0,"A mystery psychological thriller drama that depicts characters with various desires and different psychology, and their tangled relationships against the backdrop of a society that conceals their dark sides and is maintained through someone's sacrifice.",48.309,8.3,3.0,,885,2021-12-08,2021.0,12.0,2.0
44,70593,Kingdom,"150125, 227638, 21688, 123820, 2159394, 1199744, 1872378, 564844, 552067, 83637","18, 9648",2.0,12.0,51.0,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",48.037,8.355,763.0,,213,2019-01-25,2019.0,1.0,4.0
45,203697,Behind Every Star,"77282, 2087239, 1591370, 2790041, 3685020, 2003804, 3496498, 3291459, 1926495, 3761512, 2496608, 1237913","18, 35",1.0,12.0,65.0,Agents at a talent management firm tackle strong personalities and office politics while keeping their celebrity clients happy and helping them shine.,47.614,8.5,2.0,3.0,,2022-11-07,2022.0,11.0,0.0
46,88519,Home for Summer,"121731, 1616369, 139506, 1574620, 145363, 1871991, 96634, 1500578, 1101372, 1043191, 938259, 2310769","18, 10751",1.0,128.0,30.0,"The world is changing and living as a big family is a culture that withered down. These days, it’s even hard to see a nuclear family with so many single people living alone. Living with family brings endless conflicts as much as it brings comfort and a solid shoulder to cry on. Through a young lady named Geum Hui, Home for Summer is a drama about not giving up hope on finding the true meaning of family.",47.326,4.5,2.0,,,2019-04-29,2019.0,4.0,0.0
47,194736,Curtain Call,"83220, 1257899, 936000, 1020859, 1233094, 1762692, 462583, 1926495, 1418762","18, 10751",1.0,16.0,62.0,A drama about an elderly woman from North Korea who doesn’t have much time left to live and a theatre actor who acts as her grandson in order to fulfill her final wish.,47.041,8.8,5.0,5.0,342,2022-10-31,2022.0,10.0,0.0
48,87527,My First First Love,"1384687, 1813385, 1646206, 1583038, 1565392",18,2.0,16.0,55.0,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",46.333,8.3,498.0,,213,2019-04-18,2019.0,4.0,3.0
49,48462,The Heirs,"1156197, 1245104, 1257671, 1330916, 582130, 1330917, 1257899, 1330918, 1257622, 1258630, 930417, 1256250, 1493043, 1254556, 1575015, 587632","35, 18",1.0,20.0,59.0,"Heirs follows a group of privileged, elite high school students as they are groomed to take over their families' business empires. These wealthy students seem to have everything under control–except their love lives. Kim Tan is heir to the Empire Group sent to study abroad in the U.S. In reality it's a form of exile, as his elder half-brother back home schemes to takes over the family business. While in the States, Kim Tan bumps into Cha Eun Sung, who's arrived from Korea in search of her older sister. He feels himself falling for her, never realizing that she's the daughter of his family's housekeeper. When his fiancée Rachel Yoo arrives to bring him back to Korea, his heart is torn between love and duty. Meanwhile, Rachel's half-brother Choi Young Do develops his own crush on Eun Sung.",45.835,7.839,514.0,,156,2013-10-09,2013.0,10.0,2.0
50,74682,I Am Not a Robot,"110382, 1466233, 1293088, 1648169, 1106149, 1257619, 1834243, 553703, 1551424, 42799, 989991, 1257669, 2150704, 2125943, 2159391","35, 10765, 18, 10751",1.0,32.0,35.0,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",45.005,8.371,585.0,,97,2017-12-06,2017.0,12.0,2.0
51,114118,My Roommate Is a Gumiho,"1655398, 1413827, 3104322, 1311803, 1989398, 1859758, 3105281, 1875647","18, 10765",1.0,16.0,65.0,"To become a human, a 999-year-old Gumiho, Shin Woo-yeo needs to fill his fox bead with human energy before he turns 1,000 years old. One day, a college girl, Lee Dam accidentally swallows Woo-yeo's fox bead.",43.636,8.152,46.0,,,2021-05-26,2021.0,5.0,2.0
52,93846,The King: Eternal Monarch,"1245104, 1067849, 1845057, 2033236, 1142181, 64497, 935995, 141153, 1572347, 1737904, 79574, 1525617, 2238132, 1863422, 2762553, 2589093, 2561745, 3105281","10765, 18",1.0,16.0,72.0,"Lee Gon is the third Korean emperor of his generation. His citizens regard him as the perfect leader. But behind this flawless appearance, hides a deep wound. When he was eight years old, his father was murdered before his eyes following a coup. Today, instead of respecting his filial duty, he prefers to escape the palace to attend university conferences. During one of his escapades, he sees himself propelled into a parallel world where he meets Jeong Tae Eul, an inspector with whom he teams up with to defeat the criminals but also close the door between their two worlds.",42.816,8.5,744.0,,156,2020-04-17,2020.0,4.0,4.0
53,157208,Semantic Error,"3212104, 2885448, 3417158, 3096717, 3457656, 3666065, 3304605, 1447699",18,1.0,8.0,24.0,Chu Sang Woo is the epitome of an inflexible and strict rule-abiding person. Jang Jae Young is like a semantic error in the perfect world of Chu Sang Woo. Will Sang Woo be able to work with Jae Young as an artist and engineer?,42.444,8.5,22.0,,3898,2022-02-16,2022.0,2.0,2.0
54,157161,Shadow Detective,"141548, 1299287, 1206963, 1615316, 1287909, 552067","18, 80, 9648",1.0,8.0,60.0,A veteran detective who is about to retire unfolds a breathtaking psychological warfare with a mysterious man who follows his path while hiding his identity.,41.635,6.5,4.0,7.0,2739,2022-10-26,2022.0,10.0,2.0
55,126035,"Nevertheless,","2112859, 1878952, 2934419, 1467384, 1671448, 3008522, 2265560, 3129872, 2298157, 3221236, 2208473, 2285866, 2758997, 2176671, 3221238, 3226667, 2308499, 3406371, 3481970",18,1.0,10.0,69.0,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,41.613,7.546,54.0,,885,2021-06-19,2021.0,6.0,5.0
56,18495,Nonstop,"544107, 1240218, 1029154, 570002, 1622771, 109644, 1623677, 1623678, 1623679, 1623680, 1489076, 1238413, 1334549, 553688, 121731, 1233841, 1239241","18, 35",6.0,476.0,25.0,"Nonstop is a South Korean slice-of-life sitcom that broadcast its first season in 2000 on MBC. It continued with 5 more seasons. The series was popular for its cast of teen idols, many who debuted through the show..",42.083,4.3,3.0,,97,2000-05-15,2000.0,5.0,0.0
57,4734,Jumong,"86887, 62336, 85174, 1489755, 1248899, 1306444, 553690, 553705, 1686202, 1252019","10768, 18",1.0,81.0,80.0,"Jumong  examines the life of Jumong Taewang, founder of the kingdom of Goguryeo. Few details have been found in the historical record about Jumong, so much of the series is fictionalized. The fantastic elements surrounding the original Jumong legend have been replaced with events more grounded in reality.",35.266,8.4,18.0,,97,2006-05-15,2006.0,5.0,0.0
58,99489,The Penthouse,"1241056, 148673, 105410, 1872629, 1293088, 69289, 84980, 570002, 1571617, 1523572, 1350087, 2774992, 105414, 913196, 93997, 2260418, 2987023, 2987021, 3095957, 3311106, 3217621","18, 9648",3.0,48.0,70.0,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",41.454,8.646,175.0,,156,2020-10-26,2020.0,10.0,0.0
59,60957,My Love From Another Star,"63436, 1251581, 1244834, 1254169, 1335825, 1246906, 3686767, 3686810","35, 18, 10765",1.0,21.0,60.0,"Do Min Joon is an otherworldly beauty, literally. After crash landing on Earth 400 years ago, Min Joon has diligently observed humans for centuries, ultimately coming to cynical conclusions. On top of being a super babe, Min Joon's got enhanced vision, hearing and agility — all the more reason to believe he's superior to everyone on Earth. That is, until he pursues the beautiful actress Cheon Song Yi for a romance out of this world.",41.154,8.374,692.0,,156,2013-12-18,2013.0,12.0,2.0
60,47007,To the Beautiful You,"1256325, 125736, 1299252, 1257899, 582130, 1257896, 1257671, 1251348, 1256348, 1257900, 96634, 939137, 1519279, 1540248, 1539733, 1545928, 2064247","35, 18",1.0,16.0,65.0,"Goo Jae-hee lives in the United States and one day sees a track and field competition on TV, and becomes attracted to one of the high jump competitors, Kang Tae-joon. She begins to idolize the young athlete and eventually transfers to Korea to attend the same school that Tae-joon attends after he suffers an accident that could potentially end his career. There is a catch, however: Tae-joon attends an all-boys high school and Jae-hee must disguise herself as a boy to enter.",36.793,7.471,17.0,,156,2012-08-15,2012.0,8.0,2.0
61,5178,Stairway to Heaven,"1233094, 62333, 77280, 1237976, 1238554, 1156197, 132148, 1238555, 1238556, 147588",18,1.0,20.0,60.0,"Song Ju and Jeong Seo who have lost a father and a mother respectively spend their childhood together like real siblings. Song Ju is there for Jeong Seo whenever she feels lonely and has a hard time, and Jeong Seo also relies a lot on Song Ju. However, after Jeong Seo's father gets married to Tae Mi Ra, Mi Ra and her daughter Yu Ri keep harassing Jeong Seo out of jealousy. Tae Hwa, Yu Ri's rough and wild older brother, has a crush on Jeong Seo who is pure and kind unlike him.",33.739,8.1,946.0,,156,2003-12-03,2003.0,12.0,2.0
62,61148,Empress Ki,"83220, 17122, 1253391, 1257606, 545146, 20264, 1257622, 551682, 1257630, 232034, 127706, 1222951, 1349366, 1353857, 68904, 144135, 112785, 566375, 240081, 1418762, 3685588, 3685609, 1190220, 2150595, 3685645, 938262, 553704, 1991339, 3686549, 3686552, 123818, 1418762, 1344127, 1669141, 553714, 229947, 528339, 143541, 1043191, 1122779, 3686697, 3686721, 3686726, 1234596, 2097078, 3686767, 1497220, 3686777, 2469849, 3686810, 2372939, 3686822, 3686829","18, 10768",1.0,51.0,60.0,"A woman born in Korea navigates her way through love, war, politics and national loyalties to become a powerful empress in China's Yuan dynasty.",36.049,7.7,30.0,,97,2013-10-28,2013.0,10.0,0.0
