,tmdb_id,name,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,networks_ids,airing_date_dt,year,month,weekday
100,128883,Hometown Cha-Cha-Cha,"116175, 1863349, 1863428, 2288847, 141153, 1203792, 1614018, 2133921, 2533271, 3229192, 2527634, 141157, 1794174, 3781915","35, 18",1.0,16.0,78.0,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",30.002,8.183,379.0,,,2021-08-28,2021.0,8.0,5.0
101,96102,Hospital Playlist,"1223316, 1330423, 79578, 587675, 2539185, 93252, 1254975, 2039484, 2185341, 1875711, 3118861, 2087239, 2663920, 1579819, 2078535, 3465736, 3682107","18, 35",2.0,24.0,93.0,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",29.141,8.4,74.0,,,2020-03-12,2020.0,3.0,3.0
102,54477,I Hear Your Voice,"1238990, 1095818, 1255392, 123807, 112785, 93252, 224673, 1239245, 1311205, 235731, 1556940","35, 18, 9648, 10765",1.0,18.0,65.0,"An action-packed drama of the events that occur when materialistic government tax lawyer Jung Hye-sung meets Park Suha, who has the ability to read people's thoughts.",29.039,8.6,39.0,,156,2013-06-05,2013.0,6.0,2.0
103,135897,Our Beloved Summer,"1255881, 2053219, 1916087, 1257587, 2784573, 1998163, 1295461, 1254630","35, 18",1.0,16.0,60.0,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",28.935,8.4,41.0,,156,2021-12-06,2021.0,12.0,0.0
104,96160,My Holo Love,"1450900, 1353821, 64499, 1257657, 1191490, 1572354, 1252955, 1333030, 139503, 1552969, 1453249, 1344158, 1985557, 2766987, 2288847, 1379260","18, 18, 10765",1.0,12.0,57.0,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,28.524,8.571,747.0,,213,2020-02-07,2020.0,2.0,4.0
105,75123,A Korean Odyssey,"1250842, 1248450, 1089693, 1251235, 1096793, 1251582, 1257661, 1257142, 147505, 1925176, 552572, 1534624, 1293642, 1722546","35, 9648, 10765, 18",1.0,20.0,75.0,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,27.942,8.207,203.0,,,2017-12-23,2017.0,12.0,5.0
106,204653,Three Bold Siblings,"125076, 1222950, 1257547, 1240217, 1222436, 117508, 1717333, 1993728","10751, 18, 35",1.0,20.0,65.0,The K-eldest-son and K-eldest-daughter meet while sacrificing themselves in search of happiness and love.,27.878,,,17.0,342,2022-09-24,2022.0,9.0,5.0
107,66272,Uncontrollably Fond,"1257671, 1014784, 1222950, 1257622, 560070, 240081, 1732763, 1295459, 1123145, 80654, 1295495, 1736255, 1891352, 1646203",18,1.0,20.0,60.0,"When Shin Joon-Young and No Eul were children, they were separated and became heartbroken. As adults they meet again. Shin Joon-Young is now a top actor and singer. He is intelligent and attractive. No Eul is the PD of documentaries. She values money over justice and kisses up to those with more power than her.",27.692,7.098,46.0,,342,2016-07-06,2016.0,7.0,2.0
108,212445,The Empire,"83221, 1243254, 16288, 88298, 96632, 1254981",18,1.0,16.0,,Depicts the vulgar scandals of Korea’s nobles of the robe (whose rank came from holding judicial or administrative posts) who dream of hereditary succession. Han Hye Ryul is the chief of the special division of the Seoul Central District Prosecutors’ Office. Han Hye Ryul is from a family of judicial workers who has had wealth and power for three generations. She is an ambitious figure who is not satisfied with her current position and aims to become a prosecutor general or someone higher up the ladder.,27.683,8.0,1.0,,"885, 2146",2022-09-24,2022.0,9.0,5.0
109,47179,Gu Family Book,"1250842, 1014784, 139515, 1254579, 587675, 1346876, 551171, 1330916, 560070, 145360, 1237913, 550683, 1257669, 566375, 232408, 118667, 1654631","10759, 35, 10765, 18",1.0,24.0,65.0,"Choi Kang Chi is a half-beast and half-human and was adopted by a merchant Park Mu Sol when he was a infant. Kang Chi has a kind of unusual power. Dam Yeo Wool is the daughter of Dam Pyeong Joon who is the owner of the Invisible Knife Moo Kwan and also a patriotic warrior. Kang Chi and Yeo Wool meet and fall in love with each other. However, there is hatred between their fathers. Jo Gwan Woong is a traitor. He uses his power to frame faithful and upright individuals and obtain profit for himself. His criminal plots are destroyed by Kang Chi time and again. Therefore, he is determined to kill Kang Chi through different ways. Kang Chi is troubled by his identity but stands up for justice.",26.898,9.028,18.0,,97,2013-04-08,2013.0,4.0,0.0
110,156248,The Law Cafe,"1250842, 1257142, 1747532, 2784573, 2152558, 2158882, 2238132, 1169313, 2175128, 1203792, 20264, 572182, 16288, 1278160, 1574048, 1669141, 1574624, 3126574",18,1.0,16.0,68.0,A former prosecutor landlord and a former Miss Korea lawyer begin their crazy romance in a law office cafe.,26.814,8.0,7.0,,342,2022-09-05,2022.0,9.0,0.0
111,37636,Secret Garden,"544107, 83220, 1255392, 138522, 2054524, 1254169, 1095818, 1493043, 147505, 1856185, 587632, 86889, 90472, 1619555","35, 18, 10765",1.0,20.0,61.0,A wealthy man and a poor stunt girl fall in love. But things get complicated when their souls become inexplicably swapped and dark secrets surface.,23.436,7.276,58.0,,156,2010-11-13,2010.0,11.0,5.0
112,64320,Oh My Venus,"932821, 116175, 1257639, 1222951, 1080933, 1256390, 1530941, 560070, 1251075, 564862, 1223136, 1539733, 63446","35, 18",1.0,16.0,60.0,"Kim Young Ho is a personal trainer for Hollywood stars. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with patience and stubbornness. Meanwhile, Kang Joo Eun is 33-years-old lawyer. She has struggled to support her family. Now, she is overweight and challenge her-selves for a diet.",26.984,8.279,240.0,,342,2015-11-16,2015.0,11.0,0.0
113,200990,Gold Mask,"127705, 1267859, 1238554, 1253447, 2961123, 3531337, 3531340, 1046710, 1193982, 3515063","18, 10751",1.0,100.0,40.0,The drama tells the story of finding the answer to life in a mad fight between three women due to a tragedy caused by false desires and greed.,26.356,,,63.0,342,2022-05-23,2022.0,5.0,0.0
114,85220,Romance Is a Bonus Book,"1095818, 123408, 1554866, 1557181, 25003, 145379, 1352930, 1203792, 1334541, 1983073, 1676563, 1302910","35, 18",1.0,16.0,65.0,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,26.275,7.967,45.0,,,2019-01-26,2019.0,1.0,5.0
115,84464,My Strange Hero,"110382, 1256349, 1385609, 1375944, 2184678, 87090, 587632, 1878891, 1060560, 224673, 1257669, 1252865, 87553, 141153, 2139723, 1123145, 3371553","18, 35",1.0,32.0,35.0,"When Kang Bok-Soo was a high school student, he was falsely accused of committing violence and kicked out of school. This was caused by his first love Son Soo-Jung and a male student Oh Se-Ho. Kang Bok-Soo is a now an adult, but his life has not gone smoothly. To get revenge on Son Soo-Jung and Oh Se-Ho, he returns to the same high school as a student. The environment at the school has changed and Kang Bok-Soo gets involved in unexpected cases.",26.266,7.3,20.0,,156,2018-12-10,2018.0,12.0,0.0
116,5381,My Lovely Sam-Soon,"83221, 544107, 108535, 82093, 1243590, 1388163, 123808, 1251516, 1625146, 1246516, 554945, 1764467, 1454806, 1908290, 1769717, 110388, 141151, 1277563","35, 18",1.0,16.0,60.0,"Kim Sam Soon is a baker who has a talent in making pastries and cakes. On Christmas Eve, she caught her boyfriend, Min Hyun Woo, cheating on her and breaks up. On that same night, she accidentally went into the men's restroom and met Hyun Jin Hun. By sheer coincidence, Jin Hun needs a baker for his restaurant Bon Appetit and Sam Soon is unemployed. Sam Soon is hired as the restaurant's chief baker and the two fight like cat and dog.",25.082,8.596,166.0,,97,2005-06-01,2005.0,6.0,2.0
117,75820,Mr. Sunshine,"25002, 1537768, 587675, 84786, 1337780, 1222431, 240081, 84783, 1347175, 1747532, 1299278, 79577, 2055923, 578838, 1572354, 1566012, 1706959, 1520280, 1260406, 1113060, 109060, 145360, 2099391, 127848, 147852, 1181895, 1565982, 2097693, 1606060, 1830800, 46582, 1709316, 2184678, 1713025, 2224536, 2399088, 2762553, 2400234, 3247828, 2992836, 571172",18,1.0,24.0,75.0,"Set in the early 1900s, this drama tells the story of a young man from Korea who grows up in the United States. When he returns to Korea as a US Marine Corps officer, he meets and falls in love with a noblewoman who is fighting for Korean independence. Their romance is complicated by social class and political ideology.",25.528,8.39,109.0,,,2018-07-07,2018.0,7.0,5.0
118,210674,Roommates of Poongduck 304,"3022309, 3411144",18,1.0,8.0,35.0,"Ji Ho Jun, 29, a happy-go-lucky third-generation chaebol of Guemman Group, receives an ultimatum from his father to:

1. Leave the house penniless and survive for two years; and

2. Achieve results as a team leader in the new business team of the Guemman Group.

Ho Jun was kicked out and moved to Villa, which he came to in a Ferrari. When he arrives, Seo Jae Yoon, the owner of the villa, ignores and treats him as a swampy man who drives a luxury car penniless. However, it turns out they work in the same company when they meet as a team leader and subordinate. What will happen between them?",25.42,8.0,2.0,,"1390, 3266",2022-10-13,2022.0,10.0,3.0
119,85404,Touch Your Heart,"1238592, 1254169, 1254391, 2146262, 998412, 232018, 463583, 1078674, 566372, 1334718, 1859758","35, 18",1.0,16.0,60.0,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",25.358,8.432,294.0,,,2019-02-06,2019.0,2.0,2.0
120,135652,Military Prosecutor Doberman,"1591491, 1256349, 1252019, 4259, 2120710, 3235180, 2326637, 2990974, 3780396",18,1.0,16.0,66.0,"Do Bae-man became military prosecutor only to make more money and be successful. On the other hand, Cha Woo-in, recently joining Bae-man’s team, became one for her revenge. As these two different purposes shows, the two have very different backgrounds and personalities. However, as they work on the same case, Bae-man and Woo-on help each other and even grow together as fine military prosecutors.",25.346,8.333,21.0,,,2022-02-28,2022.0,2.0,0.0
121,90721,Rookie Historian Goo Hae-Ryung,"126348, 1604826, 117505, 1690348, 1988598, 123824, 1294797, 141857, 2431103, 87553, 3279192",18,1.0,40.0,35.0,The story takes place at the beginning of the 19th century. Goo Hae-Ryung is a historian who tries to fight gender stereotypes as her work is often looked down on. She meets Prince Yi Rim.,25.329,8.407,27.0,,97,2019-07-17,2019.0,7.0,2.0
122,79070,Partners for Justice,"83682, 1029185, 145999, 1251697, 1252955, 1239677, 87790, 1623703, 1574622, 2004692, 945428, 1654631, 2038212","18, 9648, 80",2.0,64.0,30.0,"Baek Beom has worked as a forensic doctor for 10 years. He has a bad personality, but he is excellent with his work. Baek Beom does not open his mind to other people. Eun Sol is a rookie prosecutor with a warm heart. She has a bright personality and she comes from wealth family background. The forensic doctor and prosecutor work together to solve cases.",25.21,8.1,10.0,,97,2018-05-14,2018.0,5.0,0.0
123,116377,Dear.M,"1646069, 2097345, 1257587, 2377695, 2486578, 2134257, 2621978, 3030899, 1747546, 1254394",18,1.0,12.0,60.0,"“Dear.M” will tell the story of the campus-wide search for the mysterious “M,” an individual who is mentioned in an anonymous post on a Seoyeon University online community. The realistic romance drama will follow the changing relationships and budding romances between various characters in the wake of all the buzz about “M.”

Ma Joo-A is a 2nd year student in the Business Administration Department at Seoyeon University. She has a warm heart and bright personality. She is not interested in pursuing a dream or having a romantic relationship. She has never had a boyfriend before.

Cha Min-Ho is a 2nd year student in the Computer Science Department at Seoyeon University. He has a talent for developing apps with innovative ideas. He has been friends with Ma Joo-A for 12 years.

Seo Ji-Min is a student in the Economics Department at Seoyeon University. She is also a member of the schools cheering squad.",25.058,9.2,4.0,,"1390, 3869",2022-06-29,2022.0,6.0,2.0
124,99494,Flower of Evil,"122408, 1248204, 936836, 1591370, 2625507, 1671445, 1333030, 2010635, 1500616, 2663920, 2663922, 1311150, 2663924, 2595116, 1503655, 3707640, 1875639, 2275395, 1607301, 1257600","18, 80, 9648",1.0,16.0,70.0,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",25.034,8.215,430.0,,,2020-07-29,2020.0,7.0,2.0
125,63767,She Was Pretty,"1252370, 1347525, 77318, 1073874, 1348579, 1294914, 989991, 1523579, 1372475, 1605872, 573797","35, 18",1.0,16.0,60.0,"Ji Sung Joon has a crush on the most beautiful girl in town, Kim Hye Jin - the only problem is, he's unattractive and lacks self-esteem. As fate would have it, years later Sung Joon grows up to be not only successful, but extremely attractive. However, when he runs into his first love Hye Jin, she has become unattractive and poor. Can their love transcend the vanity they both associated with each other?",24.97,8.3,755.0,,97,2015-09-16,2015.0,9.0,2.0
126,62511,Who Are You: School 2015,"235731, 1459772, 1398345, 571173, 572182, 557133, 1334718, 1352803, 578838, 1254426, 994248, 240082, 1256347, 1123505, 1378121, 1200384, 1419854, 1418578, 1179570, 1839362, 1624590, 2900006","18, 9648",1.0,16.0,60.0,"After losing her memory in an accident, a bullied high school orphan finds herself in the place of an identical-looking girl who's gone missing.",24.342,7.788,33.0,,342,2015-04-27,2015.0,4.0,0.0
127,97219,"Hi Bye, Mama!","1237976, 1916075, 1372475, 1565993, 587632, 96659, 1251075, 2033111, 1243486, 2437719, 939133, 1420416, 2528428, 2708935, 1678451, 3481970","10765, 35, 18",1.0,16.0,70.0,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",24.124,8.2,386.0,,213,2020-02-22,2020.0,2.0,5.0
128,88974,Angel's Last Mission: Love,"1523579, 1256345, 1233804, 1295464, 126347, 1249206, 2274442, 1112436, 1958224, 2326566","18, 35",1.0,32.0,32.0,"As a punishment for meddling in human affairs, an angel faces the impossible task of finding a soulmate for a cold-hearted ballerina.",24.017,8.098,173.0,,342,2019-05-22,2019.0,5.0,2.0
129,21771,The Great Queen Seondeok,"80658, 939137, 110388, 1245069, 1238415, 1299252, 428960, 126348, 110382, 1178709, 1134684, 572182, 1256356, 1258630, 1349366, 1257616, 1257669, 1520292, 1257602, 1252344, 1593676, 1497220, 553705, 1614018, 1232177, 1631356, 63444, 3080969, 1048070","18, 36",1.0,62.0,64.0,"The life story of Queen Seondeok, the first queen of the Korean people during the Silla Dynasty.",22.792,8.2,23.0,,97,2009-05-25,2009.0,5.0,0.0
130,67084,Cinderella and Four Knights,"1234600, 1442583, 1351550, 1649634, 1606061, 1302910, 1493897, 4265, 1190844, 1678451","35, 18, 10751",1.0,16.0,60.0,"Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",23.609,7.221,52.0,,,2016-08-12,2016.0,8.0,4.0
131,93541,The Tale of Nokdu,"1713025, 235731, 1565392, 84854, 25003, 1294914, 1113060, 138509, 2218708, 2476964, 2480880, 2643775, 1179570, 2481639, 2481640, 2476984, 2125943, 2333298, 2480883, 2481636, 3481970","35, 18",1.0,32.0,35.0,"While on the run for his life, a young man discovers that the best place to lie low is in a village of widows — disguised as a woman.",23.854,7.29,31.0,,"342, 3357",2019-09-30,2019.0,9.0,0.0
132,70626,Stranger,"126495, 21688, 1254630, 232408, 2804996, 150126, 240081, 1572347, 1447365, 1307608, 135850, 2519095, 2078535, 2455171, 3682027","80, 18, 9648",2.0,32.0,69.0,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.",23.843,8.513,112.0,,,2017-06-10,2017.0,6.0,5.0
133,110545,So Not Worth It,"1834243, 2496608, 1500918, 2381636, 1970653, 3115884, 2400528","18, 35",1.0,12.0,30.0,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world.",18.167,7.913,69.0,,213,2021-06-18,2021.0,6.0,4.0
134,209275,May I Help You,"1413827, 1904058, 3443994, 3684067, 1494834, 1251516, 1856377, 2285866",18,1.0,16.0,70.0,"Butler Kim (Lee Jun-young), a man who replaces errands that start at 100 won per day, and Baek Dong-ju (Lee Hye-ri), a funeral director who grants the wishes of the dead, running an errand company.",23.721,9.7,3.0,7.0,97,2022-10-19,2022.0,10.0,2.0
136,113268,The Uncanny Counter,"1953455, 80461, 1834241, 2084416, 1239677, 1425274, 2488717, 2589093, 547972, 2485848, 2988460, 2275300","18, 9648, 10759",2.0,16.0,70.0,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",23.51,8.716,67.0,,627,2020-11-28,2020.0,11.0,5.0
137,76557,Welcome to Waikiki,"1330446, 1863349, 1671008, 1252016, 1042232, 1256251, 2117890","18, 35",2.0,36.0,65.0,"Kang Dong-Goo dreams of becoming a movie director, but he is cynical due to bad luck. Cheon Joon-Ki wanted to follow in his father's footsteps and become an actor, but he is now just a minor actor. Bong-Doo-Sik came to Seoul to become a scenario writer, but things have not been easy for him.

These 3 men run the guest house Waikiki in Itaewon, South Korea. Their guest house is facing bankruptcy and then a mysterious baby and single mother appear at Waikiki.",23.431,8.663,40.0,,885,2018-02-05,2018.0,2.0,0.0
138,213152,Choco Milk Shake,"3757076, 3757077, 3757078, 3757080","35, 18",1.0,10.0,15.0,"A cat and dog crossed a rainbow bridge, but came back as humans?!

Jung Woo lives alone after losing his parents at the age of 20 and working part-time in his Uncle's shop. One day, two strangers enter the house and claim they were Choco and Milk! The two were indeed the reincarnation of Choco and Milk whom he raised from childhood to high school and lost by an accident. The arrival of the two embarks on a new beginning and the quest to discover love.",23.23,,,5.0,,2022-10-25,2022.0,10.0,1.0
139,78385,Something in the Rain,"86889, 1470763, 463583, 1554866, 2011082, 1701993, 1737904, 587676, 2344102, 1191711, 1557181, 2206571, 2133922, 3134668",18,1.0,16.0,75.0,"Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop  supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",23.122,7.93,64.0,,885,2018-03-30,2018.0,3.0,4.0
140,158715,Hope or Dope,"3214138, 1493898, 3447551, 2823630",18,2.0,18.0,35.0,"A story about an 18-year-old Da Jung who discovered a field of marijuana as a teenager, and her friends who desperately look for their lost, ordinary life. A human drama about growing up, experiencing love and wounds, as Da Jung who was used by her parents to transport drugs, meets Yoon Tak, a rural man and his friends in the countryside.",14.639,9.333,3.0,,3612,2022-03-25,2022.0,3.0,4.0
141,71349,Suspicious Partner,"1253391, 939137, 1496147, 1799123, 1232904, 1671445, 1530559, 1418582, 1287909, 1256251, 1831103, 2160006, 2160007, 3644029, 3644037, 3644044, 3644045, 3644064, 73252, 2275609, 2034717, 1491887, 1180419, 1895561, 2396991, 3009034, 2959679, 3199719, 118716, 140317, 1971304, 1342796, 553703, 1112437, 2097693, 2519095, 2934538, 1930469, 3115918, 2034717, 142993","35, 80, 18",1.0,40.0,35.0,"Noh Ji Wook is a prosecutor in the Central District Prosecutors’ Office who ends up switching professions to a private attorney. He harbors a trauma stemming from an event in his childhood involving his parents and his first love. Eun Bong Hee, a Taekwondo athlete in her youth, is a prosecutor trainee who has become a murder suspect. Eun Bong Hee and Noh Ji Wook both find themselves being the focus of a killer.",22.798,7.903,67.0,,156,2017-05-10,2017.0,5.0,2.0
142,61670,Healer,"1253391, 10112, 1234603, 1805253, 126347, 1249206, 587632, 1591367, 528339, 79574, 1631370, 1671006, 1998064, 1530162, 1020867, 1203792, 1671014, 1817960","35, 10759, 9648, 18",1.0,20.0,60.0,"Kim Moon Ho is a successful reporter at a mainstream news station, but when he stumbles upon a 10-year-old mystery, he's forced to dive into a subversive underground news agency. On his journey to break open the case, Moon Ho teams up with Chae Young Shin, a second rate tabloid writer, and Healer, a mysterious internet-based journalist. With his career and his safety on the line, who can Moon Ho trust in a world full of unreliable sources? ",22.593,8.489,229.0,,342,2014-12-08,2014.0,12.0,0.0
143,78869,Clean with Passion for Now,"140335, 1473879, 1349146, 87897, 1239677, 1278160, 1386418, 2125943, 2341408, 1878885, 2330965","35, 18",1.0,16.0,65.0,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",22.566,7.81,21.0,,885,2018-11-26,2018.0,11.0,0.0
144,63990,Cheer Up!,"1257603, 1512476, 1466233, 1384687, 1512481, 1234596, 118977, 994300, 1190229, 1588284, 1614018","18, 35",1.0,12.0,60.0,"Despite their harsh educational environment, the cheerleading club has to keep it together for the students' sakes, and their own.",22.373,7.923,13.0,,342,2015-10-05,2015.0,10.0,0.0
145,73944,Black,"83020, 1091050, 1257661, 1299285, 1278160, 1414545, 566375, 1613823, 17127, 1299283, 1352932, 2222720, 2533271","10765, 80, 18, 35",1.0,18.0,75.0,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",22.368,7.974,323.0,,627,2017-10-14,2017.0,10.0,5.0
146,99048,Start-Up,"1014784, 1459772, 1863349, 1311803, 93252, 1989398, 1278160, 102269, 2149762, 1353857, 118667, 2736784, 1492052, 1596584, 1257669, 1207629, 3682027","18, 35",1.0,16.0,72.0,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,22.323,8.398,235.0,,,2020-10-17,2020.0,10.0,5.0
147,116612,Beyond Evil,"25004, 1207629, 1500616, 2483538, 3038410, 87090, 3038411, 127848, 1191711, 1918350, 2176669, 3253127, 1985543, 2341408, 1893926, 552072, 3694842, 3694754, 3694844, 3694847, 3009030, 3555452, 566370","18, 80, 9648",1.0,16.0,65.0,"A serial murder case takes place in the small, peaceful city. The case is the same serial murder case that took place 20 years ago and changed Lee Dong-sik’s life. The two detectives work to catch the killer.",22.302,8.5,108.0,,885,2021-02-19,2021.0,2.0,4.0
148,72548,Are You Human?,"1350000, 1510022, 1254630, 1839362, 930417, 80654, 80656, 141857, 1299278, 1278160, 1335771, 1338162, 1774855, 1765488, 1878885, 1330449, 1607301","10765, 18, 9648",1.0,36.0,35.0,"Nam Shin is a son from a family who runs a large company. After an unexpected accident, he falls into a coma. His mother Oh Ro-Ra is an authority on brain science and artificial intelligence. She creates an android named Nam Shin III which looks like just like her son Nam Shin. The android pretends to be Nam Shin and he has a bodyguard So-Bong.",22.247,8.568,257.0,,342,2018-06-04,2018.0,6.0,0.0
149,66082,Another Miss Oh,"1237911, 1333419, 1115730, 1106129, 118977, 1101359, 1632773, 1671445, 96634, 587632, 2046478, 1523058, 1599717, 1607301, 2139723, 1694435","35, 18, 10751",1.0,18.0,70.0,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,22.232,8.132,167.0,,,2016-05-02,2016.0,5.0,0.0
150,98827,Backstreet Rookie,"1253391, 140335, 1532980, 1258626, 1875691, 1565088, 989991, 1352930, 572172, 2159886, 1245668, 2716546, 2370779, 2183220, 1420983","35, 18",1.0,16.0,60.0,"It tells an unpredictable 24-hour love story of the four-dimensional innocent girl Jung Saet Byeol who was once a troublemaker and the adorkable caring male store manager, Choi Dae Hyun, in the context of a convenience store. They have met each other accidentally 4 years ago, back then Saet Byeol asked Dae Hyun to buy cigarettes for them. Until now, Saet Byeol comes to the convenience store Dae Hyun runs for a part-time job, their hilarious romantic story starts.",22.2,7.417,36.0,,"156, 2974",2020-06-19,2020.0,6.0,4.0
151,72374,School 2017,"1834241, 1619435, 1713025, 1761412, 1613836, 1663889, 1258626, 1275152, 1834243, 42797, 1515697, 1723485, 1929194, 2139736, 2369771, 3548739",18,1.0,16.0,65.0,"A coming-of-age story about the lives of 18-year-old high school students who are valued according to their ranking in school. Despite their frustrations, they find out how to make their own way in this world that seems to be a stagnant cycle of school and home. The seventh installment of KBS' School series which premiered in 1999.",21.943,6.883,30.0,,342,2017-07-17,2017.0,7.0,0.0
152,44632,Life Is Beautiful,"87890, 939138, 1197942, 1257610, 1249206, 1605872","18, 10751",1.0,63.0,70.0,"Set in Jeju, the drama revolves around a loving, multi-generation family led by the parents, Yang Byung Tae and Kim Min Jae, and their four children Tae Sub, Ji Hye, Ho Sup, and Cho Rong, as well as assorted grandparents and uncles. The story follows the family's everyday lives and conflicts.",30.507,7.3,3.0,,156,2010-03-20,2010.0,3.0,5.0
153,96571,Move to Heaven,"531736, 2123570, 2870602, 145989, 17127, 2463266, 138509, 1004565, 1257584",18,1.0,10.0,52.0,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",21.783,7.9,190.0,,213,2021-05-14,2021.0,5.0,4.0
154,88131,High Kick: Revenge of the Short Legged,"96659, 1294914, 1257592, 125730, 20263, 1095818, 1330917, 1627710, 1627813, 2015116, 582130, 1519279, 545146, 1627789, 1499985","35, 18, 10751",1.0,123.0,23.0,"Ahn Nae Sang and Yoon Yoo Sun are middle aged husband and wife. When his business goes bankrupt, this couple moves in to her brother's house and the conflict starts.",21.774,8.0,1.0,,97,2011-09-19,2011.0,9.0,0.0
155,80741,Familiar Wife,"132180, 1010877, 1311803, 1333030, 79574, 1487428, 1512481, 1177278, 1717333, 1676563, 1572354, 1191490, 2288847, 2488717","18, 10765",1.0,16.0,,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",21.463,8.22,75.0,,,2018-08-01,2018.0,8.0,2.0
156,62266,"Kill Me, Heal Me","132180, 1252370, 1347525, 1257577, 96659, 1258630, 1238981, 980289, 1624590","35, 18, 9648",1.0,20.0,61.0,"Cha Do Hyun is a rich heir to a family company with one major problem. Due to suppressed childhood trauma, he suffers from dissociative identity disorder manifested in 7 unique personalities who are out of his control. In order to overcome this disorder in secret, he hires a first year medical resident to help him heal by killing off each personality one by one.",21.383,8.069,145.0,,97,2015-01-07,2015.0,1.0,2.0
157,90814,Extracurricular,"2181746, 2633250, 1605872, 2176669, 87553, 127798, 587676, 2716546, 3247887","80, 18",1.0,10.0,55.0,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",21.273,8.233,577.0,,213,2020-04-29,2020.0,4.0,2.0
158,64548,Cheese in the Trap,"1244834, 1067849, 1350000, 1542545, 1459772, 1482876, 1515697, 1687940, 1454802, 1929192","35, 18",1.0,16.0,60.0,"Hong Seol and Yoo Jung attend the same college, but they couldn't be more different. Hong Seol is a poor, unpopular student with no money, while Yoo Jung is rich, well-liked, extremely smart, and popular. Hong Seol just wants to get through her college career quietly, but finds herself getting caught up in whatever Yoo Jung drags her into. Can Hong Seol break away, or will she continue to be the only person who sees Yoo Jung's true self?",21.19,7.4,44.0,,,2016-01-04,2016.0,1.0,0.0
159,197073,Love Is for Suckers,"123807, 77318, 1251582, 1179570, 2604508, 239927, 1254426, 1607570, 2038212, 1901643, 2275270","18, 35",1.0,17.0,70.0,A romantic comedy-drama depicting the sweet and salty reality romance between 20-year-old best friends in their 30s who have no romance or flirting.,20.996,6.0,4.0,11.0,5841,2022-10-05,2022.0,10.0,2.0
160,67014,"Hello, My Twenties!","1057068, 1122532, 1134684, 1746547, 1855455, 1256347, 1578882, 1671008, 1671014, 1717333, 1723499, 2816227","35, 18, 9648",2.0,26.0,1585.0,"With different personalities, life goals and taste in men, five women, college students become housemates in a shared residence called Belle Epoque.",20.995,7.311,90.0,,885,2016-07-22,2016.0,7.0,4.0
161,70813,Fight For My Way,"1347525, 582130, 1164507, 1046862, 147505, 1818072, 1860101, 1765488, 2042979, 62336, 1043191, 1255881, 138521, 1334541, 2159391","35, 18",1.0,16.0,65.0,"“Fight For My Way” is about the youth who is not qualified for what the heartless society demands. Without backgrounds such as high education and certificates, the world tells them to focus on playing supporting roles in life. However, they all have their advantages and deserve to be the main character in their own lives.",20.962,7.8,68.0,,342,2017-05-22,2017.0,5.0,0.0
